name,main_category,category,address,city,postal,country,phone,place_id,cid,url,search_term,hours,rating,reviews_count,lat,lng,dine_in,takeout,vegetarian,alcohol,beer,coffee,breakfast,lunch,dinner,wifi,restroom,casual,family_friendly,tourists,reservations,cash_only
Khadka Khaja Ghar and Sekuwa House,Fast food restaurant,Fast food restaurant,"M99H+73C, Unnamed Road, Anantalingeshwar 44600, Nepal",Anantalingeshwar,44600,NP,+977 984-6213448,ChIJIQ5LmSwb6zkRa7fbEUKLeyk,2989135893574170475,https://www.google.com/maps/search/?api=1&query=Khadka%20Khaja%20Ghar%20and%20Sekuwa%20House&query_place_id=ChIJIQ5LmSwb6zkRa7fbEUKLeyk,fast food,7 AM to 8 PM,5.0,1,27.6681756,85.3776471,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
Kp Newari Kaja Ghar,Fast food restaurant,Fast food restaurant,"Anantalingeshwar, Nepal",Anantalingeshwar,,NP,+977 984-1209687,ChIJpUrj4uAR6zkR3T_WF3UTr2Q,7255038918349176797,https://www.google.com/maps/search/?api=1&query=Kp%20Newari%20Kaja%20Ghar&query_place_id=ChIJpUrj4uAR6zkR3T_WF3UTr2Q,fast food,"12 to 8 AM, 11 AM to 12 AM",4.5,8,27.6574174,85.38646,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Valley stick food,Fast food restaurant,Fast food restaurant,"M98Q+8MF, Madhyapur Thimi, Nepal",Madhyapur Thimi,,NP,,ChIJozWO_kcb6zkRgb7kM8kE5Pk,18006522472339652225,https://www.google.com/maps/search/?api=1&query=Valley%20stick%20food&query_place_id=ChIJozWO_kcb6zkRgb7kM8kE5Pk,fast food,,4.5,2,27.6658125,85.3891875,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BDS Restaurant and Kimchi Jhol momo,Fast food restaurant,Fast food restaurant,"M99P+M7M, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,,ChIJt-DCj8gb6zkR8APptpx-7vM,17577125607222346736,https://www.google.com/maps/search/?api=1&query=BDS%20Restaurant%20and%20Kimchi%20Jhol%20momo&query_place_id=ChIJt-DCj8gb6zkR8APptpx-7vM,restaurant,10 AM to 7 PM,3.5,8,27.6692062,85.3856611,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Newari Chulo and Restaurant,Restaurant,Restaurant,"M99Q+P7J, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,,ChIJlZw6HgAb6zkRlqA9IdQLf9M,15239912669763707030,https://www.google.com/maps/search/?api=1&query=Newari%20Chulo%20and%20Restaurant&query_place_id=ChIJlZw6HgAb6zkRlqA9IdQLf9M,restaurant,,2.0,1,27.669335,85.3881533,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Dakshin Barahi Fast Food and Resutrant,Restaurant,Restaurant,"M99P+J9V, Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,,ChIJv88JMjIb6zkReTGgpc-I92s,7779837306724168057,https://www.google.com/maps/search/?api=1&query=Dakshin%20Barahi%20Fast%20Food%20and%20Resutrant&query_place_id=ChIJv88JMjIb6zkReTGgpc-I92s,fast food,6 AM to 8:15 PM,3.4,21,27.6691076,85.3859252,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
Paragon food Cafe,Fast food restaurant,Fast food restaurant,"M99P+8FF, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,+977 984-4413717,ChIJ684ndAAb6zkRZqbHT5c9z5g,11011087334031992422,https://www.google.com/maps/search/?api=1&query=Paragon%20food%20Cafe&query_place_id=ChIJ684ndAAb6zkRZqbHT5c9z5g,fast food,,5.0,6,27.6682452,85.3861734,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
KC fast food,Fast food restaurant,Fast food restaurant,"M99Q+J7R, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,,ChIJKQ5BZEEb6zkRWp2tM0nOIYM,9449060306994961754,https://www.google.com/maps/search/?api=1&query=KC%20fast%20food&query_place_id=ChIJKQ5BZEEb6zkRWp2tM0nOIYM,fast food,,0.0,0,27.6691004,85.3881307,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Kalakriti cafe and tattoo inn,Cafe,Cafe,"ganeshthan, Suryabinayak, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-8245268,ChIJifNwlGcR6zkRftpWhNEkNJg,10967431474841049726,https://www.google.com/maps/search/?api=1&query=Kalakriti%20cafe%20and%20tattoo%20inn&query_place_id=ChIJifNwlGcR6zkRftpWhNEkNJg,cafe,6 AM to 9 PM,5.0,1,27.6566636,85.4238085,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Ghyampe dada khaja ghar,Nepalese restaurant,Nepalese restaurant,"Ranikot Rd, Suryabinayak, Nepal",Suryabinayak,,NP,+977 982-1537528,ChIJnSH_7MQR6zkRx_KDNVZMpeE,16259485962839782087,https://www.google.com/maps/search/?api=1&query=Ghyampe%20dada%20khaja%20ghar&query_place_id=ChIJnSH_7MQR6zkRx_KDNVZMpeE,restaurant,6:30 AM to 7 PM,4.3,25,27.6316745,85.4295132,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
dUmpling MoMO,Momo restaurant,Momo restaurant,"Suryabinayak, Nepal",Suryabinayak,,NP,+977 981-8178645,ChIJd4dR2KUb6zkR-5Xr0xHgPWg,7511406120698353147,https://www.google.com/maps/search/?api=1&query=dUmpling%20MoMO&query_place_id=ChIJd4dR2KUb6zkR-5Xr0xHgPWg,restaurant,7 AM to 10 PM,4.6,12,27.6393808,85.4161377,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Sujan Khaja Ghar,Family restaurant,Family restaurant,"Bhaktapur, Nepal",Bhaktapur,,NP,,ChIJEXo1HxoR6zkRtQKyGP6x5a8,12674732431198257845,https://www.google.com/maps/search/?api=1&query=Sujan%20Khaja%20Ghar&query_place_id=ChIJEXo1HxoR6zkRtQKyGP6x5a8,restaurant,Open 24 hours,5.0,1,27.6358125,85.4215625,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
THE SIDE KITCHEN,Family restaurant,Family restaurant,"MC5Q+CXF, Suryabinayak, Nepal",Suryabinayak,,NP,,ChIJ609B_x0P6zkRL_PnyfzcZf0,18259243242520834863,https://www.google.com/maps/search/?api=1&query=THE%20SIDE%20KITCHEN&query_place_id=ChIJ609B_x0P6zkRL_PnyfzcZf0,restaurant,12 to 9 PM,0.0,0,27.6579205,85.4397619,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0
Family Resort & Trout Hub,Family restaurant,Family restaurant,"JFV8+Q6X, Suryabinayak, Nepal",Suryabinayak,,NP,+977 980-3705858,ChIJp5bZhmYP6zkRxOMPwZkWkYc,9768613916368167876,https://www.google.com/maps/search/?api=1&query=Family%20Resort%20%26%20Trout%20Hub&query_place_id=ChIJp5bZhmYP6zkRxOMPwZkWkYc,restaurant,Open 24 hours,4.3,4,27.6451737,85.4657532,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
Thulogau,Tea store,Tea store,"JCPQ+J38, Doleshwor-Aashapur Rd, Suryabinayak, Nepal",Suryabinayak,,NP,,ChIJmflV0jIP6zkRjPSn-JSBBhM,1370925613407794316,https://www.google.com/maps/search/?api=1&query=Thulogau&query_place_id=ChIJmflV0jIP6zkRjPSn-JSBBhM,tea store,,3.7,7,27.6365263,85.4377007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganesh Chiya Pasal,Tea store,Tea store,"MC4F+9JM, Suryabinayak, Nepal",Suryabinayak,,NP,,ChIJTVtV5SoR6zkR1YF46DiTxsA,13890951973298536917,https://www.google.com/maps/search/?api=1&query=Ganesh%20Chiya%20Pasal&query_place_id=ChIJTVtV5SoR6zkR1YF46DiTxsA,tea store,,0.0,0,27.6559513,85.4240494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUBBLE TEA (ORIGINAL) BHAKTAPUR,Bubble tea store,Bubble tea store,"Taumadhi Square, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 985-1038867,ChIJp6TtfiEb6zkRclaFfmeIspg,11003006817705219698,https://www.google.com/maps/search/?api=1&query=BUBBLE%20TEA%20(ORIGINAL)%20BHAKTAPUR&query_place_id=ChIJp6TtfiEb6zkRclaFfmeIspg,tea store,9 AM to 7:30 PM,3.5,2,27.6712877,85.429486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pawan's Tea Shop,Tea store,Tea store,"MF34+HGP, Suryabinayak, Nepal",Suryabinayak,,NP,,ChIJw96J_3MP6zkRCcq73ptPa7U,13072629874248370697,https://www.google.com/maps/search/?api=1&query=Pawan's%20Tea%20Shop&query_place_id=ChIJw96J_3MP6zkRCcq73ptPa7U,tea store,,0.0,0,27.6539565,85.4563212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highway Restaurant,Restaurant,Restaurant,"JFV8+Q5H, Suryabinayak, Nepal",Suryabinayak,,NP,,ChIJMZ4f2ZYP6zkRh4Mh3kFUs_I,17488414419886113671,https://www.google.com/maps/search/?api=1&query=Highway%20Restaurant&query_place_id=ChIJMZ4f2ZYP6zkRh4Mh3kFUs_I,restaurant,,1.0,1,27.6444373,85.4654802,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
Pani Tanki Khaja Ghar,Family restaurant,Family restaurant,"JCV5+MJR, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,+977 984-1134492,ChIJ4YU0cQAR6zkRDYFLGsAsEN0,15929281085595943181,https://www.google.com/maps/search/?api=1&query=Pani%20Tanki%20Khaja%20Ghar&query_place_id=ChIJ4YU0cQAR6zkRDYFLGsAsEN0,restaurant,Open 24 hours,0.0,0,27.644372,85.4080924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ranjit बोन्साई अर्कीड घर,Coffee shop,Coffee shop,"JFV6+327, Suryabinayak, Nepal",Suryabinayak,,NP,,ChIJoajqsqQP6zkRJk2dgC34lzQ,3789770485770571046,https://www.google.com/maps/search/?api=1&query=ranjit%20%E0%A4%AC%E0%A5%8B%E0%A4%A8%E0%A5%8D%E0%A4%B8%E0%A4%BE%E0%A4%88%20%E0%A4%85%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A5%80%E0%A4%A1%20%E0%A4%98%E0%A4%B0&query_place_id=ChIJoajqsqQP6zkRJk2dgC34lzQ,tea store,,4.5,2,27.6426616,85.460042,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Mitho chiya nasta pasal,Tea store,Tea store,"MC85+CX3, Unnamed Road, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,,ChIJGS39kYEb6zkRHLLcZR3Slrg,13301049573190185500,https://www.google.com/maps/search/?api=1&query=Mitho%20chiya%20nasta%20pasal&query_place_id=ChIJGS39kYEb6zkRHLLcZR3Slrg,tea store,7 AM to 8 PM,0.0,0,27.666006,85.4099179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
View Vibe & Chai,Coffee shop,Coffee shop,"MC28+MQ, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,,ChIJ17x5EAAR6zkRpnSBm7yPqTY,3938837389337785510,https://www.google.com/maps/search/?api=1&query=View%20Vibe%20%26%20Chai&query_place_id=ChIJ17x5EAAR6zkRpnSBm7yPqTY,tea store,,5.0,1,27.6516475,85.4169172,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Sannilye khaja ghar,Chicken restaurant,Chicken restaurant,"JFV7+GXC, Suryabinayak, Nepal",Suryabinayak,,NP,+977 984-1367588,ChIJOZOFFgAP6zkRvO7diqBqVXA,8094493143025446588,https://www.google.com/maps/search/?api=1&query=Sannilye%20khaja%20ghar&query_place_id=ChIJOZOFFgAP6zkRvO7diqBqVXA,restaurant,,0.0,0,27.6438161,85.4648777,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Ghyampe Center Point Chiya & Khaja Ghar,Nepalese restaurant,Nepalese restaurant,"JCJH+PQ2, Ghyampe Danda Path, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,+977 981-3452131,ChIJj4raIk0R6zkRs0pKEC7gIJM,10601720011276569267,https://www.google.com/maps/search/?api=1&query=Ghyampe%20Center%20Point%20Chiya%20%26%20Khaja%20Ghar&query_place_id=ChIJj4raIk0R6zkRs0pKEC7gIJM,restaurant,6 to 8 AM,0.0,0,27.6317598,85.4293862,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Shyam Khaja Ghar,Fast food restaurant,Fast food restaurant,"Teen Dhara, Suryabinayak, Nepal",Suryabinayak,,NP,,ChIJMaD_QgAb6zkRX4j3EYPUvzE,3584817487817443423,https://www.google.com/maps/search/?api=1&query=Shyam%20Khaja%20Ghar&query_place_id=ChIJMaD_QgAb6zkRX4j3EYPUvzE,restaurant,,0.0,0,27.6623595,85.4076821,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
White House Tea shop,Coffee shop,Coffee shop,"JCM8+5CG, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,,ChIJrXMcYwAR6zkRRVZbKXcEgcY,14303718801346876997,https://www.google.com/maps/search/?api=1&query=White%20House%20Tea%20shop&query_place_id=ChIJrXMcYwAR6zkRRVZbKXcEgcY,tea store,,0.0,0,27.6329443,85.4160753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S Kitchen Fast Food,Fast food restaurant,Fast food restaurant,"M9MQ+626, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 986-0527023,ChIJ8UI6lGca6zkRb7QLY8AU7S4,3381381711753098351,https://www.google.com/maps/search/?api=1&query=S%20Kitchen%20Fast%20Food&query_place_id=ChIJ8UI6lGca6zkRb7QLY8AU7S4,fast food,12 to 8 PM,3.7,11,27.683029,85.3875118,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Aaylaa Garden Resturant,Restaurant,Restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 984-3199746,ChIJ1xGlm1Mb6zkR0F0pNoeM-BI,1366996999264099792,https://www.google.com/maps/search/?api=1&query=Aaylaa%20Garden%20Resturant&query_place_id=ChIJ1xGlm1Mb6zkR0F0pNoeM-BI,breakfast restaurant,7 AM to 9 PM,5.0,31,27.6768247,85.3752789,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
Dream Beans Cafe,Restaurant,Restaurant,"Radhe Radhe Rd, Bhaktapur, Nepal",Bhaktapur,,NP,+977 970-4787439,ChIJmfunwtYb6zkRKRHDAOPsezU,3853934365860106537,https://www.google.com/maps/search/?api=1&query=Dream%20Beans%20Cafe&query_place_id=ChIJmfunwtYb6zkRKRHDAOPsezU,breakfast restaurant,9 AM to 9 PM,4.9,41,27.6774415,85.398256,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0
Baleshi Food Hub,Restaurant,Restaurant,"M9GX+X4, 3 Sangameshwor Marg, Madhyapur Thimi, Nepal",Madhyapur Thimi,,NP,+977 986-0478951,ChIJ13qe21ob6zkRVN_hd1RK2h4,2223171092709760852,https://www.google.com/maps/search/?api=1&query=Baleshi%20Food%20Hub&query_place_id=ChIJ13qe21ob6zkRVN_hd1RK2h4,breakfast restaurant,6 AM to 10 PM,5.0,6,27.6774375,85.3978125,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
Sawaa Garden Cafe,Restaurant,Restaurant,"Madhyapur Thimi, Kamerotar, Nepal",Madhyapur Thimi,,NP,+977 980-3971296,ChIJddrQiA4b6zkRulGnYohUIxI,1306981261614993850,https://www.google.com/maps/search/?api=1&query=Sawaa%20Garden%20Cafe&query_place_id=ChIJddrQiA4b6zkRulGnYohUIxI,breakfast restaurant,,4.2,139,27.6766824,85.3933197,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0
United Food Cafe,Restaurant,Restaurant,"M9MP+CX2, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,44811,NP,+977 1-6639432,ChIJ0RYGkmca6zkRxHEsjmqBxD4,4522882220438614468,https://www.google.com/maps/search/?api=1&query=United%20Food%20Cafe&query_place_id=ChIJ0RYGkmca6zkRxHEsjmqBxD4,breakfast restaurant,8:30 AM to 8:30 PM,4.2,38,27.6835224,85.3873954,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
watanabe cafe,Restaurant,Restaurant,"JCRF+333, pilotbaba, Nepal",pilotbaba,,NP,+977 984-1248705,ChIJzcJXz_sR6zkR-6cOe-25nrk,13375332372959897595,https://www.google.com/maps/search/?api=1&query=watanabe%20cafe&query_place_id=ChIJzcJXz_sR6zkR-6cOe-25nrk,breakfast restaurant,Open 24 hours,0.0,0,27.6401489,85.4226591,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0
Vintage Tea House,Cafe,Cafe,"Gaarchaa Tole Bus Stop, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 986-3790161,ChIJe8VP0VMb6zkR-GDMf0FxZ3I,8243682169055895800,https://www.google.com/maps/search/?api=1&query=Vintage%20Tea%20House&query_place_id=ChIJe8VP0VMb6zkR-GDMf0FxZ3I,tea house,6 AM to 8 PM,4.6,14,27.6815247,85.386297,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
HAPPINESS COFFE & CHIYA GHAR,Tea house,Tea house,"MC7G+6F6, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,,ChIJ5549JAAb6zkRzYP6p-DjNd4,16011954604216058829,https://www.google.com/maps/search/?api=1&query=HAPPINESS%20COFFE%20%26%20CHIYA%20GHAR&query_place_id=ChIJ5549JAAb6zkRzYP6p-DjNd4,tea house,,5.0,1,27.6630397,85.426098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doleshwor Bakery,Bakery,Bakery,"MC4Q+2WQ, Suryabinayak, Nepal",Suryabinayak,,NP,+977 984-3104821,ChIJzc_dlYgP6zkR0S3qVgfw_uY,16645005187121556945,https://www.google.com/maps/search/?api=1&query=Doleshwor%20Bakery&query_place_id=ChIJzc_dlYgP6zkR0S3qVgfw_uY,bakery,6:09 AM to 9 PM,4.8,11,27.6550939,85.4398645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Cakes & Bakery,Bakery,Bakery,"Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-3640208,ChIJRZQgKLIa6zkR2zKHhwN1Xxs,1972423819830702811,https://www.google.com/maps/search/?api=1&query=Happy%20Cakes%20%26%20Bakery&query_place_id=ChIJRZQgKLIa6zkR2zKHhwN1Xxs,bakery,7 AM to 8 PM,4.8,187,27.6762376,85.4323111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Bakery,Bakery,Bakery,"JCQP+3VF, Suryebinayak - Doleswor Rd, Suryabinayak, Nepal",Suryabinayak,,NP,+977 1-5092580,ChIJCQm9DCAQ6zkRTStkAE-uNjw,4338846945350265677,https://www.google.com/maps/search/?api=1&query=Modern%20Bakery&query_place_id=ChIJCQm9DCAQ6zkRTStkAE-uNjw,bakery,Open 24 hours,4.3,4,27.6376873,85.4371853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mui Bakery,Bakery,Bakery,"M9HX+7CW, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,,NP,+977 985-1403732,ChIJRfd2XwAb6zkR_2brEyfhXHw,8961284916514612991,https://www.google.com/maps/search/?api=1&query=Mui%20Bakery&query_place_id=ChIJRfd2XwAb6zkR_2brEyfhXHw,bakery,6 AM to 9:30 PM,4.7,26,27.6782316,85.3985692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cream Cakes and Bakery,Bakery,Bakery,"F099, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,+977 984-1257688,ChIJiyYe_WIR6zkR2AebOc7iCOU,16503690209856784344,https://www.google.com/maps/search/?api=1&query=Cream%20Cakes%20and%20Bakery&query_place_id=ChIJiyYe_WIR6zkR2AebOc7iCOU,bakery,6 AM to 7:30 PM,4.7,7,27.6587274,85.4236834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rai's bakery Darjeeling height,Bakery,Bakery,"MC5H+J9C, Suryabinayak 44800, Nepal",Suryabinayak,,NP,,ChIJT8KdfwAR6zkRTpWCcf-zsmo,7688405423577273678,https://www.google.com/maps/search/?api=1&query=Rai's%20bakery%20Darjeeling%20height&query_place_id=ChIJT8KdfwAR6zkRTpWCcf-zsmo,bakery,,5.0,2,27.6590544,85.4283888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thimi Live Bakery & Reading Hub,Bakery,Bakery,"Dakshin Barahi, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,44811,NP,+977 985-1001598,ChIJef1mhYMb6zkRspxC0v9gYoY,9683408800660495538,https://www.google.com/maps/search/?api=1&query=Thimi%20Live%20Bakery%20%26%20Reading%20Hub&query_place_id=ChIJef1mhYMb6zkRspxC0v9gYoY,bakery,6 AM to 9 PM,4.6,20,27.6699223,85.3858031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE BEST BAKERY,Bakery,Bakery,"Bhaktapur, Nepal",Bhaktapur,,NP,+977 984-5756852,ChIJYZtNldQZ6zkRoIMZKJtmXiA,2332414473603220384,https://www.google.com/maps/search/?api=1&query=THE%20BEST%20BAKERY&query_place_id=ChIJYZtNldQZ6zkRoIMZKJtmXiA,bakery,6 AM to 9 PM,4.3,24,27.6659074,85.3887767,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cookie Jar Bakery And Cafe,Bakery,Bakery,"Dakshin Bahari Mandir, Madhyapur Thimi, Nepal",Madhyapur Thimi,,NP,+977 984-9057787,ChIJXzu06yYb6zkRCQaMWzG-Azs,4252451592366458377,https://www.google.com/maps/search/?api=1&query=Cookie%20Jar%20Bakery%20And%20Cafe&query_place_id=ChIJXzu06yYb6zkRCQaMWzG-Azs,bakery,7 AM to 9 PM,5.0,7,27.6679632,85.38619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiya hood,Coffee shop,Coffee shop,"Barudkhana chwok, Bhaktapur, Nepal",Bhaktapur,,NP,+977 981-8945418,ChIJe6vEIbMb6zkR4_2j58P-jj0,4435762800364879331,https://www.google.com/maps/search/?api=1&query=Chiya%20hood&query_place_id=ChIJe6vEIbMb6zkR4_2j58P-jj0,espresso bar,7 AM to 8 PM,5.0,4,27.6827936,85.4112598,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
Kings Cafe,Coffee shop,Coffee shop,"Kings Cafe, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 1-5921668,ChIJ6y_jJv8b6zkR7dhjl21Otjw,4374770320635320557,https://www.google.com/maps/search/?api=1&query=Kings%20Cafe&query_place_id=ChIJ6y_jJv8b6zkR7dhjl21Otjw,espresso bar,,4.2,28,27.6745825,85.3677414,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0
Kaliyuga Cafe,Cafe,Cafe,"F091, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-1516095,ChIJNTdwtmIb6zkRs2ras_aaTcM,14073074794972736179,https://www.google.com/maps/search/?api=1&query=Kaliyuga%20Cafe&query_place_id=ChIJNTdwtmIb6zkRs2ras_aaTcM,espresso bar,8 AM to 10:30 PM,4.4,91,27.6746014,85.3670638,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Shrestha Cold Store,Bar,Bar,"Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,+977 984-0098330,ChIJOebUfXka6zkRMJlIuU7gAcg,14412046911282911536,https://www.google.com/maps/search/?api=1&query=Shrestha%20Cold%20Store&query_place_id=ChIJOebUfXka6zkRMJlIuU7gAcg,bar,9 AM to 9 PM,4.1,36,27.6665662,85.3886581,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
The Red Triangle Snooker & Bar,Sports bar,Sports bar,"M9FF+9Q3, Bhaktapur 44600, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 985-1041312,ChIJB-CTJpEb6zkRgBO9h_DMAkQ,4900704677974053760,https://www.google.com/maps/search/?api=1&query=The%20Red%20Triangle%20Snooker%20%26%20Bar&query_place_id=ChIJB-CTJpEb6zkRgBO9h_DMAkQ,bar,,5.0,3,27.6734257,85.3744307,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Jigri Sekuwa - Kaushaltar,Pub,Pub,"Bhaktapur 44600, Nepal",Bhaktapur,44600,NP,+977 970-5776555,ChIJJ0HgsXgb6zkRPZE61cY0hxs,1983612189465547069,https://www.google.com/maps/search/?api=1&query=Jigri%20Sekuwa%20-%20Kaushaltar&query_place_id=ChIJJ0HgsXgb6zkRPZE61cY0hxs,pub,12 to 10 PM,4.7,377,27.6748348,85.3664118,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Haadi Bistro and Cafe : Radhe Radhe,Biryani restaurant,Biryani restaurant,"Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,,NP,+977 1-5926222,ChIJqytiAgAb6zkRpFM9OCOH-5M,10663265128066929572,https://www.google.com/maps/search/?api=1&query=Haadi%20Bistro%20and%20Cafe%20%3A%20Radhe%20Radhe&query_place_id=ChIJqytiAgAb6zkRpFM9OCOH-5M,bistro,10 AM to 10 PM,4.7,449,27.6759107,85.3977913,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belis Bakery,Coffee shop,Coffee shop,"Hospital, Thimi-Biruwa Rd, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,44800,NP,+977 984-3687565,ChIJmc6URMob6zkRj9_U9Bpn_Rc,1728651197454540687,https://www.google.com/maps/search/?api=1&query=Belis%20Bakery&query_place_id=ChIJmc6URMob6zkRj9_U9Bpn_Rc,coffee stand,7 AM to 9:30 PM,4.7,3,27.6720391,85.3878463,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Urmi Coffee Shop,Coffee store,Coffee store,"M9GX+X94, Radhe radhe Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,,NP,,ChIJmQ2pXXIb6zkRyw9cPpMoZEU,5000166099159617483,https://www.google.com/maps/search/?api=1&query=Urmi%20Coffee%20Shop&query_place_id=ChIJmQ2pXXIb6zkRyw9cPpMoZEU,coffee shop,,4.5,77,27.6773786,85.3984431,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samdan sekuwa corner,Coffee shop,Coffee shop,"MC4H+G59, Suryabinayak, Nepal",Suryabinayak,,NP,+977 976-6538534,ChIJq9VoFwAR6zkRkRDg048oaho,1903378390717567121,https://www.google.com/maps/search/?api=1&query=Samdan%20sekuwa%20corner&query_place_id=ChIJq9VoFwAR6zkRkRDg048oaho,coffee store,,5.0,2,27.656019,85.4284413,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Goma Sweet House,Vegetarian restaurant,Vegetarian restaurant,"M9WF+VRW, Kathmandu 44600, Nepal",Kathmandu,,NP,+977 981-0303646,ChIJ326Vrzgb6zkRygzEqt_qem0,7888875943656426698,https://www.google.com/maps/search/?api=1&query=Goma%20Sweet%20House&query_place_id=ChIJ326Vrzgb6zkRygzEqt_qem0,vegetarian restaurant,6 AM to 8 PM,4.9,10,27.697245,85.3745832,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0
