additionalInfo_Accessibility_Wheelchair accessible entrance,additionalInfo_Accessibility_Wheelchair accessible parking lot,additionalInfo_Amenities_Gender-neutral restroom,additionalInfo_Parking_Free parking lot,additionalInfo_Service options_Drive-through,address,alcohol,beer,breakfast,cash_only,casual,category,categoryName,cid,city,claimThisBusiness,coffee,country,countryCode,delivery,dine_in,dinner,family_friendly,fid,googleFoodUrl,hours,imageUrl,imagesCount,info_Accessibility_Wheelchair accessible entrance,info_Accessibility_Wheelchair accessible parking lot,info_Amenities_Gender-neutral restroom,info_Parking_Free parking lot,info_Service options_Drive-through,isAdvertisement,kgmid,language,lat,lng,loc_lat,loc_lng,location_lat,location_lng,lunch,main_category,name,neighborhood,openingHours_day,openingHours_hours,permanentlyClosed,phone,phoneUnformatted,placeId,place_id,postal,postalCode,price,rank,rating,reservations,reviewsCount,reviewsDistribution_fiveStar,reviewsDistribution_fourStar,reviewsDistribution_oneStar,reviewsDistribution_threeStar,reviewsDistribution_twoStar,reviews_count,scrapedAt,searchPageUrl,searchString,search_term,state,street,subTitle,takeout,temporarilyClosed,title,totalScore,tourists,url,vegetarian,website,weekly_hours,wheelchair_accessible_entrance,wifi
,,,,True,"M9JQ+WJG, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,4634887322111393477,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1a6799c3ebb7:0x40526d7678693ec5,,9 AM to 5 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBgpH45jqYoA_dhxSRRZrJFD4weFebWRx7HFt6yUQSXdrQTbt3nHixLUx79HCDddljbAm0TC-xC9_Qx6roWBN3EjPD4WwTTuq2Hy6T32ByW-nugoMkQfhQOlbTKFaI2-g8eXji=w408-h306-k-no,28,,,,,True,False,/g/12mkw93_r,en,27.6823239,85.3890812,27.6823239,85.3890812,27.6823239,85.3890812,0,Bank,Citizens Bank,,Monday,9 AM to 5 PM,False,+977 1-6636534,+97716636534,ChIJt-vDmWca6zkRxT5peHZtUkA,ChIJt-vDmWca6zkRxT5peHZtUkA,44600,44600,,6,3.2,0,29,0,0,0,0,0,29,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,"M9JQ+WJG, Bhaktapur Road",सिटिजन्स बैंक,0,False,Citizens Bank,3.2,0,https://www.google.com/maps/search/?api=1&query=Citizens%20Bank&query_place_id=ChIJt-vDmWca6zkRxT5peHZtUkA,0,,48.0,0,0
,,,,,"M9QQ+QQ8, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,8769865912007564006,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b00794debf3:0x79b4d2950d049ae6,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbOM2U02jpQKa7Zkegm_apyk1qz2vATa6fxhQRGtVcTjhqn8jHKoms386T7pGN5RPqIjdy4UN8pDkVa7IEBSlGGUc__1RlrhfDSqYK_3hLz6xc2JQG8j7UgbRBCJZTlEhoM8Tf=w426-h240-k-no,5,,,,,,False,/g/11vxyyqvyx,en,27.6894076,85.3894665,27.6894076,85.3894665,27.6894076,85.3894665,0,Bank,Sanima Bank,,,0,False,,,ChIJ8-tNeQAb6zkR5poEDZXStHk,ChIJ8-tNeQAb6zkR5poEDZXStHk,,,,8,2.0,0,1,0,0,0,0,0,1,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,M9QQ+QQ8,,0,False,Sanima Bank,2,0,https://www.google.com/maps/search/?api=1&query=Sanima%20Bank&query_place_id=ChIJ8-tNeQAb6zkR5poEDZXStHk,0,,0.0,0,0
,,,,,"M9MQ+F2H, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,13619777775035369997,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1a6781f74ba7:0xbd032bb9c8be4a0d,,9:30 AM to 5 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_Tu4ZUJU63pgYaKkQE-SUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.79225&pitch=0&thumbfov=100,2,,,,,,False,/g/1yfjqp45v,en,27.6836762,85.3876063,27.6836762,85.3876063,27.6836762,85.3876063,0,Bank,NCC Bank,,Monday,9:30 AM to 5 PM,False,+977 1-6636845,+97716636845,ChIJp0v3gWca6zkRDUq-yLkrA70,ChIJp0v3gWca6zkRDUq-yLkrA70,44600,44600,,9,4.5,0,4,0,0,0,0,0,4,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,M9MQ+F2H,नेपाल क्रेडिट एण्ड कमर्स बैंक लि.,0,False,NCC Bank,4.5,0,https://www.google.com/maps/search/?api=1&query=NCC%20Bank&query_place_id=ChIJp0v3gWca6zkRDUq-yLkrA70,0,,45.0,0,0
,,,,True,"Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,17241235588697284541,Madhyapur Thimi,False,0,NP,NP,0,0,0,0,0x39eb1bf7162218a1:0xef452c6b811fdfbd,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzM7oEkffvsARy_ECSJzRC3bEDQU2FG8_GQA9FtyeKBlZU_AdU28s4iyaOkhVn9Q3DW-NuS7j04OUstJBWxfO-NJfqDMnMGFUaYhmFzutM5YlH1pCawvqdFNinaLXcDHkWTD65U3g=w408-h306-k-no,6,,,,,True,False,/g/11fm3q460z,en,27.6846577,85.3877557,27.6846577,85.3877557,27.6846577,85.3877557,0,Bank,"Shangri-la Development Bank, Thimi Branch",,,0,False,+977 1-6635307,+97716635307,ChIJoRgiFvcb6zkRvd8fgWssRe8,ChIJoRgiFvcb6zkRvd8fgWssRe8,,,,11,4.9,0,8,0,0,0,0,0,8,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,,"सांग्रिला डेभलपमेन्ट बैक, ठिमि शाखा",0,False,"Shangri-la Development Bank, Thimi Branch",4.9,0,https://www.google.com/maps/search/?api=1&query=Shangri-la%20Development%20Bank%2C%20Thimi%20Branch&query_place_id=ChIJoRgiFvcb6zkRvd8fgWssRe8,0,http://www.shangrilabank.com/,0.0,0,0
,,,,True,"Suncity, M9WF+574, Kadaghari, Mulpani Road, Kageshwori Manohara 44600, Nepal",0,0,0,0,0,Bank,Bank,13666166441621557446,Kageshwori Manohara,False,0,NP,NP,0,0,0,0,0x39eb1b4cf709cfb1:0xbda7f9f8e23790c6,,9:45 AM to 3:30 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZ_YPwHILZEtEULcBiKvCX9-bscHVQdXinOgoawwwKf-63OoJr4Aze-3zo8Xq9d2TaP5CmKtH2VDfynSLG60ytO6FIsp_dbn-rocZC33qQMcN8a1MOgW-6gA9n-5OTXx4vVAkq=w408-h544-k-no,3,,,,,True,False,/g/11k33_94w6,en,27.6954375,85.3731875,27.6954375,85.3731875,27.6954375,85.3731875,0,Bank,NIC ASIA Bank Kadaghari Branch,Street,Monday,9:45 AM to 3:30 PM,False,+977 1-4992614,+97714992614,ChIJsc8J90wb6zkRxpA34vj5p70,ChIJsc8J90wb6zkRxpA34vj5p70,44600,44600,,15,2.9,0,23,0,0,0,0,0,23,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,"Suncity, M9WF+574, Kadaghari, Mulpani Road",एनआइसी एशिया बैंक लि. काडाघारी शाखा,0,False,NIC ASIA Bank Kadaghari Branch,2.9,0,https://www.google.com/maps/search/?api=1&query=NIC%20ASIA%20Bank%20Kadaghari%20Branch&query_place_id=ChIJsc8J90wb6zkRxpA34vj5p70,0,https://www.nicasiabank.com/,32.0,0,0
False,,,,True,"M9GX+959, Unnamed Road, Madhyapur Thimi, Nepal",0,0,0,0,0,Bank,Bank,7533006689805713525,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b5994be3a2b:0x688a9dac3c82c075,,10 AM to 4 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKL-VljHcTSKmaBC8nYC4txzHQBSsbQ2ENms9AsbMWRg1OSjsZBFAWEsDMi_o6OZol_-Y_ATK5MITnR_zkvQa7h6Jow2UsNoDjWsPJFdctUsAe3EdKLKqn_9Zubyzd2BTl37HwSg=w408-h544-k-no,10,False,,,,True,False,/g/11hf7kwg_q,en,27.6759111,85.3979997,27.6759111,85.3979997,27.6759111,85.3979997,0,Bank,Siddhartha Bank Limited,,Monday,10 AM to 4 PM,False,,,ChIJKzq-lFkb6zkRdcCCPKydimg,ChIJKzq-lFkb6zkRdcCCPKydimg,,,,16,3.9,0,16,0,0,0,0,0,16,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,"M9GX+959, Unnamed Road",सिद्धार्थ बैंक लिमिटेड,0,False,Siddhartha Bank Limited,3.9,0,https://www.google.com/maps/search/?api=1&query=Siddhartha%20Bank%20Limited&query_place_id=ChIJKzq-lFkb6zkRdcCCPKydimg,0,,46.0,1,0
,,,,True,"M9FJ+75M, Araniko Highway, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,1232368200077704789,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1a655aa07c83:0x111a40593e1e7e55,,10 AM to 5 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHQDFLhtzZM7CKasHhZgVZ_4JHIGZxZII-uMzHzMWm1D8bZrUTxLSJFIJXopIdSTclfAvbR5N302dVh5DFRjmfmAGHbuzPXB3S9imxq5c96nwHK5P3E_gUivVmAM-7GwPHCCs=w408-h649-k-no,19,,,,,True,False,/g/1q5glr2m6,en,27.6732234,85.3804148,27.6732234,85.3804148,27.6732234,85.3804148,0,Bank,Nepal Bank Limited Naya Thimi Branch,,Monday,10 AM to 5 PM,False,+977 1-6630941,+97716630941,ChIJg3ygWmUa6zkRVX4ePllAGhE,ChIJg3ygWmUa6zkRVX4ePllAGhE,,,,17,3.3,0,38,0,0,0,0,0,38,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,"M9FJ+75M, Araniko Highway",नेपाल बैंक लिमिटेड,0,False,Nepal Bank Limited Naya Thimi Branch,3.3,0,https://www.google.com/maps/search/?api=1&query=Nepal%20Bank%20Limited%20Naya%20Thimi%20Branch&query_place_id=ChIJg3ygWmUa6zkRVX4ePllAGhE,0,,39.0,0,0
,,,,True,"M9JF+VPV, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,3364635679007966072,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1a1515ac7ef9:0x2eb19652cde00378,,10 AM to 5 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQ8HjpjRMtR1oC-3C4mBCAYVLn8B3DFSme7qUwofUj4iZ-lCG6tehqAZ03XqPmqG73wUFycyqXE1cHnlk53uu55AK0CQs34abYMmdG2c4uUiuVA0_i9QsagH02E40OAA5CJTs=w436-h240-k-no,32,,,,,True,False,/g/1hf4nbw7_,en,27.6821235,85.3742128,27.6821235,85.3742128,27.6821235,85.3742128,0,Bank,Rastriya Banijya Bank,,Monday,10 AM to 5 PM,False,+977 1-6631432,+97716631432,ChIJ-X6sFRUa6zkReAPgzVKWsS4,ChIJ-X6sFRUa6zkReAPgzVKWsS4,44600,44600,,19,3.0,0,28,0,0,0,0,0,28,2025-11-14T10:19:24.945Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,"M9JF+VPV, Bhaktapur Road",राष्ट्रिय वाणिज्य बैंक,0,False,Rastriya Banijya Bank,3,0,https://www.google.com/maps/search/?api=1&query=Rastriya%20Banijya%20Bank&query_place_id=ChIJ-X6sFRUa6zkReAPgzVKWsS4,0,,40.0,0,0
False,,,,True,"M9FP+57J, Madhyapur Thimi, Nepal",0,0,0,0,0,Bank,Bank,1323020683200002152,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b915babc3af:0x125c504d3ca17868,,10 AM to 5 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyL33uJmq9woCBOTehxTd-5zBiQk2kZCW293xF8vkVWLg8lcmX3OjuwW6u3ASRHokSgCTb_ArWCUQAcJusx3wwcvkPrReVlIsqSQ3mH5hXriqm-hbU2BPyA3rXcjm5ry62r4R1ruw=w408-h544-k-no,24,False,,,,True,False,/g/11pq4sk1cy,en,27.6729549,85.3856529,27.6729549,85.3856529,27.6729549,85.3856529,0,Bank,Global IME Bank,,Monday,10 AM to 5 PM,False,,,ChIJr8OrW5Eb6zkRaHihPE1QXBI,ChIJr8OrW5Eb6zkRaHihPE1QXBI,,,,20,2.6,0,30,0,0,0,0,0,30,2025-11-14T10:19:24.945Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,M9FP+57J,ग्लोबल आइएमई बैंक लिमिटेड,0,False,Global IME Bank,2.6,0,https://www.google.com/maps/search/?api=1&query=Global%20IME%20Bank&query_place_id=ChIJr8OrW5Eb6zkRaHihPE1QXBI,0,,42.0,1,0
,,,,,"M9RM+2HM, Dhunche Rd, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,10342801388917845678,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1a4482e677c7:0x8f89031090dd6eae,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lbGRAK1leGy4bTPrSfDotw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.09015&pitch=0&thumbfov=100,1,,,,,,False,/g/11gdkqg3t4,en,27.6900901,85.3839157,27.6900901,85.3839157,27.6900901,85.3839157,0,Bank,Sambhawana Saving and Credit Ltd.,,,0,False,,,ChIJx3fmgkQa6zkRrm7dkBADiY8,ChIJx3fmgkQa6zkRrm7dkBADiY8,44600,44600,,4,4.5,0,2,0,0,0,0,0,2,2025-11-14T10:19:38.342Z,"https://www.google.com/maps/search/bank/@27.687713004621624,85.37957397800257,17z?hl=en",bank,bank,,"M9RM+2HM, Dhunche Rd",,0,False,Sambhawana Saving and Credit Ltd.,4.5,0,https://www.google.com/maps/search/?api=1&query=Sambhawana%20Saving%20and%20Credit%20Ltd.&query_place_id=ChIJx3fmgkQa6zkRrm7dkBADiY8,0,,0.0,0,0
,,,,True,"M9MP+8WP, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,496274060848775745,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b4e77c16c5b:0x6e31ea10421c241,,10 AM to 5 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_AZVwW84eENvlVaPTESYdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.94235&pitch=0&thumbfov=100,1,,,,,True,False,/g/11ghpz6k2r,en,27.6833357,85.3873207,27.6833357,85.3873207,27.6833357,85.3873207,0,Bank,NIC ASIA Bank Limited,,Monday,10 AM to 5 PM,False,+977 1-5111177,+97715111177,ChIJW2zBd04b6zkRQcIhBKEe4wY,ChIJW2zBd04b6zkRQcIhBKEe4wY,44600,44600,,12,4.3,0,4,0,0,0,0,0,4,2025-11-14T10:19:38.343Z,"https://www.google.com/maps/search/bank/@27.687713004621624,85.37957397800257,17z?hl=en",bank,bank,,M9MP+8WP,,0,False,NIC ASIA Bank Limited,4.3,0,https://www.google.com/maps/search/?api=1&query=NIC%20ASIA%20Bank%20Limited&query_place_id=ChIJW2zBd04b6zkRQcIhBKEe4wY,0,https://www.nicasiabank.com/,52.0,0,0
False,,,,True,"M9FP+C5F, Araniko Highway, Madhyapur Thimi 44800, Nepal",0,0,0,0,0,Bank,Bank,7071973015916870208,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1a6ff1914ebb:0x6224b1fd32df7a40,,9:30 AM to 8 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzgSNYQPKgN2-FZUcyBVOnng_LShIKREszq-2XfkkLEunNvzDuLQfmGnI4JvqDJWUPDdh43mVUgyRpMATutF1k8KVGmS72_PtBtvR5NeOqxPdPIzVM3njULuCqzez8fUIGTVUc=w408-h449-k-no,17,False,,,,True,False,/g/1tdqm1n0,en,27.6735673,85.3854225,27.6735673,85.3854225,27.6735673,85.3854225,0,Bank,Prabhu Bank Limited Naya Thimi Branch,,Monday,9:30 AM to 8 PM,False,+977 1-5093122,+97715093122,ChIJu06R8W8a6zkRQHrfMv2xJGI,ChIJu06R8W8a6zkRQHrfMv2xJGI,44800,44800,,16,2.6,0,34,0,0,0,0,0,34,2025-11-14T10:19:38.343Z,"https://www.google.com/maps/search/bank/@27.687713004621624,85.37957397800257,17z?hl=en",bank,bank,,"M9FP+C5F, Araniko Highway",प्रभु बैंक लिमिटेड,0,False,Prabhu Bank Limited Naya Thimi Branch,2.6,0,https://www.google.com/maps/search/?api=1&query=Prabhu%20Bank%20Limited%20Naya%20Thimi%20Branch&query_place_id=ChIJu06R8W8a6zkRQHrfMv2xJGI,0,https://prabhubank.com/page/branch-network.html,46.0,1,0
,,,,True,"M9FF+M6M, Araniko Highway, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,16037439028597604294,Madhyapur Thimi,False,0,NP,NP,0,0,0,0,0x39eb1a1229cd6a3b:0xde906dd3968bbfc6,,10 AM to 3 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2KQXvnyisiie4ayZ7ditXQ-b_cgE75oIAb9gEdnLFL_-l4Tn_bSsX5xnSqe0FcTgPSGedpoMqFJf3PUQTP0PxffVXVJq-dDqt39XV39FoPG9RVMcN9ipnW-_z-G0tfIlZi_A=w408-h544-k-no,41,,,,,True,False,/g/11b6s3wxrb,en,27.6742271,85.3730892,27.6742271,85.3730892,27.6742271,85.3730892,0,Bank,Siddhartha Bank | Gatthaghar,Gatthaghar,Monday,10 AM to 3 PM,False,+977 1-6630302,+97716630302,ChIJO2rNKRIa6zkRxr-LltNtkN4,ChIJO2rNKRIa6zkRxr-LltNtkN4,44600,44600,,17,3.2,0,46,0,0,0,0,0,46,2025-11-14T10:19:38.343Z,"https://www.google.com/maps/search/bank/@27.687713004621624,85.37957397800257,17z?hl=en",bank,bank,,"M9FF+M6M, Araniko Highway",सिद्धार्थ बैंक लिमिटेड,0,False,Siddhartha Bank | Gatthaghar,3.2,0,https://www.google.com/maps/search/?api=1&query=Siddhartha%20Bank%20%7C%20Gatthaghar&query_place_id=ChIJO2rNKRIa6zkRxr-LltNtkN4,0,,27.5,0,0
,,,,True,"M9F9+QMF, Araniko Highway, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,1007358550839160030,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1a1a5835877b:0xdfadb43c8386cde,,10 AM to 3 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxWDQJhqMa8O9SIrjFrkHCPdpCqElPLEifx3DaRVnWQgBu1H-5fIq-tn5gv1d6WLUgFZdVwGKHz0MQ324Q_Aiir-yiuyQ8ask97P4Ra-9bJHVc4JV-8JOOeMA2PqLcx85EPlxZY=w519-h240-k-no,17,,,,,True,False,/g/1jglvm775,en,27.6744277,85.3691712,27.6744277,85.3691712,27.6744277,85.3691712,0,Bank,Himalayan Bank Limited,Gatthaghar,Monday,10 AM to 3 PM,False,+977 1-6639564,+97716639564,ChIJe4c1WBoa6zkR3mw4yEPb-g0,ChIJe4c1WBoa6zkR3mw4yEPb-g0,44600,44600,,19,2.8,0,37,0,0,0,0,0,37,2025-11-14T10:19:38.343Z,"https://www.google.com/maps/search/bank/@27.687713004621624,85.37957397800257,17z?hl=en",bank,bank,,"M9F9+QMF, Araniko Highway",हिमालयन बैंक लिमिटेड,0,False,Himalayan Bank Limited,2.8,0,https://www.google.com/maps/search/?api=1&query=Himalayan%20Bank%20Limited&query_place_id=ChIJe4c1WBoa6zkR3mw4yEPb-g0,0,http://www.himalayanbank.com/,28.5,0,0
False,,,,True,"M9F8+VM2, Araniko Highway, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,8725314156183685994,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1a1a7e106271:0x79168aff11040b6a,,10 AM to 3 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQ1-O3OFOJk6v_bXYNcCwCTJwCcJv5TsoyKYgxywn84_mFceSTjpTtAxC-Z3NfUFvLSyTlh-So3Qhvy5z1jXEjgY41xLXlkXc4-7AAr8yGcac7n089n354C_S_b_7rGi58uzLs=w408-h306-k-no,56,False,,,,True,False,/g/1hdzqpjk2,en,27.6746462,85.3666562,27.6746462,85.3666562,27.6746462,85.3666562,0,Bank,Nabil Bank Limited Kaushaltar Branch,Kausaltar,Monday,10 AM to 3 PM,False,+977 1-6635184,+97716635184,ChIJcWIQfhoa6zkRagsEEf-KFnk,ChIJcWIQfhoa6zkRagsEEf-KFnk,44600,44600,,20,3.2,0,64,0,0,0,0,0,64,2025-11-14T10:19:38.343Z,"https://www.google.com/maps/search/bank/@27.687713004621624,85.37957397800257,17z?hl=en",bank,bank,,"M9F8+VM2, Araniko Highway",नबिल बैंक लिमिटेड,0,False,Nabil Bank Limited Kaushaltar Branch,3.2,0,https://www.google.com/maps/search/?api=1&query=Nabil%20Bank%20Limited%20Kaushaltar%20Branch&query_place_id=ChIJcWIQfhoa6zkRagsEEf-KFnk,0,http://www.nabilbank.com/,28.0,1,0
,,,,True,"M9GX+52M, Madhyapur Thimi, Nepal",0,0,0,0,0,Bank,Bank,5972892002127535711,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b50f13fc24f:0x52e3f9a154955e5f,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uL156W6MSypDUskVz5BEIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.1834&pitch=0&thumbfov=100,1,,,,,True,False,/g/11g0g4p9yv,en,27.675465,85.397539,27.675465,85.397539,27.675465,85.397539,0,Bank,Himalayan Bank Limited ATM,,Monday,Open 24 hours,False,,,ChIJT8I_8VAb6zkRX16VVKH541I,ChIJT8I_8VAb6zkRX16VVKH541I,,,,2,0.0,0,0,0,0,0,0,0,0,2025-11-14T10:19:52.440Z,"https://www.google.com/maps/search/bank/@27.680106502310814,85.39674438680153,17z?hl=en",bank,bank,,M9GX+52M,हिमालयन बैंक लिमिटेड,0,False,Himalayan Bank Limited ATM,,0,https://www.google.com/maps/search/?api=1&query=Himalayan%20Bank%20Limited%20ATM&query_place_id=ChIJT8I_8VAb6zkRX16VVKH541I,0,http://www.himalayanbank.com/,168.0,0,0
True,,,,True,"M9HX+XPR, Madhyapur Thimi, Nepal",0,0,0,0,0,Bank,Bank,2874962756248561912,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b6df5baa971:0x27e5eb6504ac68f8,,10 AM to 4 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_1teZHSZVXuPO68MTX-TkBNvQ5HCR92NkA0fZHQSilTSXUX651Sieaxa-7IDdhNaY827KnkIgzvPfzDG-cvtIM0CupfaotNOQv_EVIMzbsvZWPV7LUNnordzDBC0DK_3e48p9=w408-h306-k-no,6,True,,,,True,False,/g/11jyf03npf,en,27.6799691,85.3992441,27.6799691,85.3992441,27.6799691,85.3992441,0,Bank,Kumari Bank Limited,Nikoshera,Monday,10 AM to 4 PM,False,,,ChIJcam69W0b6zkR-GisBGXr5Sc,ChIJcam69W0b6zkR-GisBGXr5Sc,,,,5,4.8,0,4,0,0,0,0,0,4,2025-11-14T10:19:52.440Z,"https://www.google.com/maps/search/bank/@27.680106502310814,85.39674438680153,17z?hl=en",bank,bank,,M9HX+XPR,,0,False,Kumari Bank Limited,4.8,0,https://www.google.com/maps/search/?api=1&query=Kumari%20Bank%20Limited&query_place_id=ChIJcam69W0b6zkR-GisBGXr5Sc,0,,33.0,1,0
,,,,,"M9GX+W3X, Madhyapur Thimi, Nepal",0,0,0,0,0,Bank,Bank,17149788593855425310,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b8d9ea8d1c1:0xee0049dcd5cc6b1e,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXH7fbappi50sT2Sas0g5dwCd_TnEOp29k21KyXduq3Wdvbm5P84LwBBqkladyI9JGWG8xPLSR7_ts0WONNMRlKgTX7tGKU6Q7bRng7XVJlFF5Dwc7wBtVRW1WX5adeRZRXS2O=w408-h544-k-no,4,,,,,,False,/g/11sls_2p4w,en,27.67737,85.3977245,27.67737,85.3977245,27.67737,85.3977245,0,Bank,Sabya Samaj Multi purpose cooperative Ltd,,,0,False,,,ChIJwdGono0b6zkRHmvM1dxJAO4,ChIJwdGono0b6zkRHmvM1dxJAO4,,,,6,5.0,0,4,0,0,0,0,0,4,2025-11-14T10:19:52.440Z,"https://www.google.com/maps/search/bank/@27.680106502310814,85.39674438680153,17z?hl=en",bank,bank,,M9GX+W3X,,0,False,Sabya Samaj Multi purpose cooperative Ltd,5,0,https://www.google.com/maps/search/?api=1&query=Sabya%20Samaj%20Multi%20purpose%20cooperative%20Ltd&query_place_id=ChIJwdGono0b6zkRHmvM1dxJAO4,0,,0.0,0,0
,,,,,"M9GX+Q63, Radhe Radhe Rd, Madhyapur Thimi, Nepal",0,0,0,0,0,Bank,Bank,13871294767901887569,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b0efcf17997:0xc080bd191f86cc51,,10 AM to 3 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxluc2_5V38HXMj7vY5qVm9iHBL-PTrswvAkeeh3WZ9cTcbwLkEWMdRiIFPRA5kw5WSfrkIjJGo37wFMtOR0dodedf_P9i_68LoQOHvKQ1nP-qcqdcb2qi7YiSonyivQGaP8NHC=w408-h544-k-no,12,,,,,,False,/g/11fn77rv2r,en,27.6768947,85.3980488,27.6768947,85.3980488,27.6768947,85.3980488,0,Bank,NIC ASIA Bank Limited,,Monday,10 AM to 3 PM,False,,,ChIJl3nx_A4b6zkRUcyGHxm9gMA,ChIJl3nx_A4b6zkRUcyGHxm9gMA,,,,7,2.4,0,14,0,0,0,0,0,14,2025-11-14T10:19:52.440Z,"https://www.google.com/maps/search/bank/@27.680106502310814,85.39674438680153,17z?hl=en",bank,bank,,"M9GX+Q63, Radhe Radhe Rd",,0,False,NIC ASIA Bank Limited,2.4,0,https://www.google.com/maps/search/?api=1&query=NIC%20ASIA%20Bank%20Limited&query_place_id=ChIJl3nx_A4b6zkRUcyGHxm9gMA,0,,30.0,0,0
