name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,wifi,casual,family_friendly,tourists,cash_only,wheelchair_accessible_entrance
बालकुमारी खाजा घर,Restaurant,Restaurant,Restaurant,"Unnamed Road, Mahamanjushree, Nepal",Unnamed Road,Sudal,Mahamanjushree,,,NP,27.6794027,85.4758049,,,,ChIJUY5G8XYF6zkRqKOd1oOGo7o,ChIJUY5G8XYF6zkRqKOd1oOGo7o,7,3.9,7,0.0,5:30 to 8 AM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zDgRICNgIBjrkUcm3kDT-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.45151573&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milan tea and coffee sudal,Coffee shop,Coffee shop,Coffee shop,"Sudal Health Post, Mahamanjushree Nagarkot, Nepal",Sudal Health Post,Sudal,Mahamanjushree Nagarkot,,,NP,27.6832798,85.4822496,,,,ChIJ38SAfgAF6zkR3IA_EhZvsIY,ChIJ38SAfgAF6zkR3IA_EhZvsIY,3,3.0,2,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QZk5wH6mLTdsp5BTuuFpNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.96976&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Break Time,Family restaurant,Family restaurant,Family restaurant,"PC58+V2G, Changunarayan 44600, Nepal",PC58+V2G,Duwakot,Changunarayan,,44600,NP,27.7095616,85.4149692,,,,ChIJkxVCUwAb6zkRG36IwGMeoZo,ChIJkxVCUwAb6zkRG36IwGMeoZo,2,3.0,2,105.0,6 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypLU1ci6nD4kMLKzVBpTYDJRexGudRG7Widdb2l4bHZkcZfx6XSvaAYnvcjt0NXfH52QAFehZDhoh32QqO6ylPDxvDfRK6Xh4mi_rx3RhLIUnDeZ6nEpivIwMVRXBYiccXZBij8ZsvBgx7=w533-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sano khaja pasal,Family restaurant,Family restaurant,Family restaurant,"PC67+PP5, Changunarayan Road, Changunarayan 44600, Nepal","PC67+PP5, Changunarayan Road",,Changunarayan,,,NP,27.7117664,85.414356,,,,ChIJpXx9FAAb6zkR5Y7LpxhVYpk,ChIJpXx9FAAb6zkR5Y7LpxhVYpk,4,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3QrDtocQkKsre7lbAoLMug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.20127&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.A. Banquet,Banquet hall,Banquet hall,Banquet hall,"PC76+M2X, Kathmandu 44600, Nepal",PC76+M2X,Mulpani,Kathmandu,,44600,NP,27.7145138,85.4092619,+977 985-1213735,+9779851213735,,ChIJ1_SNaf0b6zkROeJ17zZ8SZg,ChIJ1_SNaf0b6zkROeJ17zZ8SZg,9,4.1,65,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/p/AF1QipM0SpMHk51pdpSZnD3-IKLrfUVzBK7FAuem6nkG=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amrit Khaja Ghar,Fast food restaurant,Fast food restaurant,Fast food restaurant,"M97R+MVV, Anantalingeshwar, Nepal",M97R+MVV,Dadhikot,Anantalingeshwar,,,NP,27.6645726,85.3922817,,,,ChIJH0d9fQAb6zkRxhMnV_h4eno,ChIJH0d9fQAb6zkRxhMnV_h4eno,8,0.0,0,0.0,0,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
सुशीलाको भान्सा,Cafe,Cafe,Cafe,"Changunarayan 44600, Nepal",,Duwakot,Changunarayan,,44600,NP,27.7095992,85.4149886,+977 984-1802849,+9779841802849,,ChIJkwQsxh8b6zkRnvrEOkMlOTI,ChIJkwQsxh8b6zkRnvrEOkMlOTI,28,4.2,30,92.0,6 AM to 8 PM,False,False,$,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwO1hOjDdBNwcNhXcDWmuR2XiyAbttIMQZVly_8cA9zq6rHl43uINR1wFNLrL5DgH919Ba5-5KrZtDKlm_Y_Qzo8ZJ5M74ZD9RnS3Oym1p397641vLWnPwNDyQs5lYRhZN2F2k9=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresh bite bhojanalay,Cafe,Cafe,Cafe,"PC66+CPJ, Changunarayan 44600, Nepal",PC66+CPJ,Mulpani,Changunarayan,,44600,NP,27.711675,85.4127074,,,,ChIJl1_MXgAb6zkRsYwmIvBaoQY,ChIJl1_MXgAb6zkRsYwmIvBaoQY,29,0.0,0,99.75,6:45 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwv1zl850iEiH1nAiizmfX48oemYDRjPwHVPQ4exkoao0tb_GepdQYzuGYOXSDzEG2cCcLJwWvp06T7WebcIHCPZ6BuXH80Cqbh5cCPviw35miZVMFnCfAdwUZ8jqf4BUrqj8bqBbOzRPMs=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manita Stores,Coffee shop,Coffee shop,Coffee shop,"MFM9+P7Q, Changunarayan 8, Nepal",MFM9+P7Q,Sudal,Changunarayan,,8,NP,27.6843422,85.4682312,,,,ChIJpTnvjXgF6zkRR5hVAcIlTSs,ChIJpTnvjXgF6zkRR5hVAcIlTSs,3,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RVop26jY06K3b5RsonAbBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.65036&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
साइलाको पसल,Coffee shop,Coffee shop,Coffee shop,"MFPM+Q4C, Nagarkot Road, Mahamanjushree Nagarkot, Nepal","MFPM+Q4C, Nagarkot Road",Sudal,Mahamanjushree Nagarkot,,,NP,27.6869412,85.4827798,,,,ChIJW1dCCzwF6zkRo6P34Jo-g60,ChIJW1dCCzwF6zkRo6P34Jo-g60,4,3.5,4,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyPO4rIXDjf4D1NFTFuaeIWot7i4LQSw_scDdNOdqxpXYlygVzblB03u90PQlzWPN51Up7zr_830z4Xw-G033qlnZ9ZHzrC6vTpYcYOD-c78UdQq5f-IdpAMUesYudHwHzmfAk=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Bakery Pvt.ltd,Bakery,Bakery,Bakery,"PC52+WQ3, Mulpani - Sankhu Rd, Kageshwori Manohara 44600, Nepal","PC52+WQ3, Mulpani - Sankhu Rd",Mulpani,Kageshwori Manohara,,44600,NP,27.7100617,85.4020678,,,,ChIJLU1ecQAb6zkRqsOXiOkg43o,ChIJLU1ecQAb6zkRqsOXiOkg43o,9,3.8,6,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeNnHALn4gd-OL4RLgormVJTBNIK7TkHi0EH7gv7shzjPn3txX2CuQsCGhcXD5PDCcH7NYE02mqGvhje802Vp2OHdTua7e83dj9NeCXEGTrBfJBIV1axn7ByE-PxEjJoN-Tf8=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalash Food Cafe,Cafe,Cafe,Cafe,"M9FQ+73J Shankadhar Chowk, Araniko Highway, Madhyapur Thimi, Nepal","M9FQ+73J Shankadhar Chowk, Araniko Highway",,Madhyapur Thimi,,,NP,27.6729236,85.3876911,+977 1-5093585,+97715093585,,ChIJc80TM2Ua6zkRk_AlPOBe6hQ,ChIJc80TM2Ua6zkRk_AlPOBe6hQ,11,3.6,101,82.25,7:45 AM to 7:30 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxRZ2uhgBK9PXZ0GGcruaTQ11-Wt8aCG1iOD6Ii6eMUSAKpDZfbS_KT1FY9tsw9HqyN1bekHGXe4MKYiEewUAGPpUirXq0VHMnx0eDBK3wwZsSRO4yRT3YcMRPxBDCdGYLnFg4=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Guransh coffee shop,Cafe,Cafe,Cafe,"MFPJ+F34, Nagarkot Road, Mahamanjushree Nagarkot, Nepal","MFPJ+F34, Nagarkot Road",Sudal,Mahamanjushree Nagarkot,,,NP,27.686144,85.4801914,+977 986-9725252,+9779869725252,,ChIJh5-911sF6zkR-qNx7Jp3AGs,ChIJh5-911sF6zkR-qNx7Jp3AGs,10,0.0,0,52.5,9:30 AM to 5 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T4neKE_2nr4rYbWtQQma5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.28513&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China Road Restaurant & Sekuwa Corner,Restaurant,Restaurant,Restaurant,"M9FV+H42, Brighter, Thimi, Bhaktapur, Nepal","M9FV+H42, Brighter, Thimi",,Bhaktapur,,,NP,27.6738988,85.392768,,,,ChIJ3xPRHPIb6zkRoSVGgYS-8ao,ChIJ3xPRHPIb6zkRoSVGgYS-8ao,15,5.0,1,91.0,8 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJiPcyD6V8ePcHJx62BdHqFy2k2UirzRfanZdJ0HodzaHD3_sthC_JwgovN_EblS_eOV7tw0TBZgZuddmvYQfQQRWe5fnXJbqidekGxqGcL-9Nty0--rUq00O4yNSMO43VP8DgwFa6gz63=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pradeep,Momo restaurant,Momo restaurant,Momo restaurant,"Anantalingeshwar, Nepal",,Dadhikot,Anantalingeshwar,,,NP,27.6644725,85.392083,+977 984-8784258,+9779848784258,,ChIJ5RzbQwAb6zkRPgHEb_kpEf4,ChIJ5RzbQwAb6zkRPgHEb_kpEf4,24,5.0,4,91.0,7 AM to 8 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yq3RrjC8sjk4KBexHd1Bmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.74478&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizza Spot,Pizza restaurant,Pizza restaurant,Pizza restaurant,"4 Thimi-Biruwa Rd, Anantalingeshwar, Nepal",4 Thimi-Biruwa Rd,Dadhikot,Anantalingeshwar,,,NP,27.6652297,85.3900456,+977 986-1895057,+9779861895057,,ChIJaX6hFQAb6zkRxfxKoSuOxaU,ChIJaX6hFQAb6zkRxfxKoSuOxaU,31,5.0,8,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8K2dBqaDpgws0s5yCvMERGTsQOGGCOJa3aXJvZqYCf1EE3joRn-fyF9q64TjUDuMLm3wgtaG9Dvn-QvkH7xrM7fZZpzpOswGDJubNGtDRNkslUX3_6qz98kcZzjnZk297OOq2PgfkHgo=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newa Pasa Foodland,Restaurant,Restaurant,Restaurant,"M97R+QJV, Suryabinayak, Nepal",M97R+QJV,Dadhikot,Suryabinayak,,,NP,27.6644933,85.3915539,,,,ChIJt75XYwAb6zkRtjY4v29ASaA,ChIJt75XYwAb6zkRtjY4v29ASaA,31,0.0,0,98.0,6:30 AM to 8:30 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QI9wx_9_SKLAPQqY4nOpIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.388317&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utshahan dining table,Restaurant,Restaurant,Restaurant,"M9CX+8X6, Suryabinayak, Nepal",M9CX+8X6,Katunje,Suryabinayak,,,NP,27.6707799,85.3998925,,,,ChIJs8pkRK0b6zkR5JcL__TmNM0,ChIJs8pkRK0b6zkR5JcL__TmNM0,15,4.0,1,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xAIQ4xDOEcrCs0p_O0JGnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.15273&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shova Dairy,Bakery,Bakery,Bakery,"M97R+PJM, Anantalingeshwar, Nepal",M97R+PJM,Dadhikot,Anantalingeshwar,,,NP,27.6643386,85.3916075,,,,ChIJa9uHBwAb6zkRHXJTDmDlpeo,ChIJa9uHBwAb6zkRHXJTDmDlpeo,23,4.2,5,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YvsQdrPKwocbwPh5e5OdRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.86443&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KC fast food,Fast food restaurant,Fast food restaurant,Fast food restaurant,"M99Q+J7R, Anantalingeshwar, Nepal",M99Q+J7R,Dadhikot,Anantalingeshwar,,,NP,27.6691004,85.3881307,,,,ChIJKQ5BZEEb6zkRWp2tM0nOIYM,ChIJKQ5BZEEb6zkRWp2tM0nOIYM,20,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FJ8Qe1G0msXpBy0Ll-UxXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.25&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamal dai ko tea pasal,Tea store,Tea store,Tea store,"M98V+92F, Suryabinayak, Nepal",M98V+92F,Dadhikot,Suryabinayak,,,NP,27.665948,85.392561,,,,ChIJ9_oNfwAb6zkRJzrP1cAB4R4,ChIJ9_oNfwAb6zkRJzrP1cAB4R4,4,0.0,0,0.0,0,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhansa Ghar,Breakfast restaurant,Breakfast restaurant,Breakfast restaurant,"M9FP+66P, Madhyapur Thimi, Nepal",M9FP+66P,,Madhyapur Thimi,,,NP,27.6730011,85.3856447,,,,ChIJJW0EMrkb6zkR1XWLsOLvSv0,ChIJJW0EMrkb6zkR1XWLsOLvSv0,16,0.0,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxo7mr1UVru3lofnbl9HejHkB5DdrZx9CO9HNHA0mAb_ewPBxZFBifc1yTm_eD-BgyNu4ymguzGDoMHn2NMRxYqDqgGeNrF97YIcieiIY03azYgBq3KO2-gT8LjCAWiHTQHQh4=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syanko Katti Roll,Fast food restaurant,Fast food restaurant,Fast food restaurant,"MCM6+4GC, Changunarayan 44800, Nepal",MCM6+4GC,Duwakot,Changunarayan,,44800,NP,27.6828125,85.4113125,+977 985-2050693,+9779852050693,https://syankorolls.com/,ChIJIfGuJ3cb6zkRfA-lwcspu4I,ChIJIfGuJ3cb6zkRfA-lwcspu4I,2,4.5,8,84.0,9 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipO_HCm8yQoSigamoqRxYNkI08aT4f5b_a8ezbbp=w408-h472-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classic fast food hub,Cafe,Cafe,Cafe,"MCM6+3C4 kmc chok, Changunarayan 44800, Nepal",MCM6+3C4 kmc chok,Duwakot,Changunarayan,,,NP,27.6826303,85.411082,+977 986-0817830,+9779860817830,,ChIJEV1_6Tgb6zkRTIGup-RyY3I,ChIJEV1_6Tgb6zkRTIGup-RyY3I,3,4.1,23,84.0,8 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1n0e13BTzdRYjmuo8LHawR9-LZlGic-55vqy-YIhctYwnzxC6ypt6gyYE6utyi2yeXG-ioCfalPjibNr2v0PF-khyQEKmXUdhi-ifj3L3E2b94HQPDtEPEhMuYCp6tpV8hWFu=w408-h246-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple Food Corner (SASA),Fast food restaurant,Fast food restaurant,Fast food restaurant,"MCM6+GQ7, Bhaktapur Road, Changunarayan, Nepal","MCM6+GQ7, Bhaktapur Road",Duwakot,Changunarayan,,,NP,27.6837882,85.4119169,+977 981-8484231,+9779818484231,,ChIJ8S5VEwAb6zkRQwaSYR1EuEg,ChIJ8S5VEwAb6zkRQwaSYR1EuEg,4,5.0,1,0.0,8 to 8:30 AM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_TlcQDEQx60g5nBEk1sTYrywaPXJUkep9ueeSCiSx4gxHkDLfMyuwlezvM6EiqpF9I5rvcX7xuu_14NRwAFkBxtsJ0Hzws69_VulRwYXJRpBGndDPZjpgieavuVBXv-FZDanIsQ-dV9H5=w408-h408-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Biryani Adda , Radhe Radhe , Bhaktapur",Indian restaurant,Indian restaurant,Indian restaurant,"Bhaktapur, Nepal",,,Bhaktapur,,,NP,27.6753198,85.3979596,+977 1-5914778,+97715914778,http://biryaniaddanepal.com/,ChIJ3d8JLQEb6zkRVVCc-YQivuQ,ChIJ3d8JLQEb6zkRVVCc-YQivuQ,14,3.8,191,84.0,10 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjmEy2ZU0pDTeI4hwHdWtTayELWO-8_EV2d9-GsW_XdIQU_rXwRSbUUUnWIkZ6_33x_kPJ00jc2bule2YpcECMub5E1WRuy_OWKNvVuV89csB3M8tAFfFOYpYHrGQ6xi08aQY=w507-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza World Bhaktapur,Restaurant,Restaurant,Restaurant,"44600 Radhe Radhe Rd, Madhyapur Thimi 44600, Nepal",44600 Radhe Radhe Rd,,Madhyapur Thimi,,44600,NP,27.6755211,85.3976867,+977 1-6635247,+97716635247,http://www.pizzaworld.com.np/,ChIJj0ZXIZEb6zkRWBs9SvKJ1sw,ChIJj0ZXIZEb6zkRWBs9SvKJ1sw,15,4.4,255,77.0,10 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipMXPiDubtdEVftWeiDm_ZuazGto3yMziykQifqO=w408-h411-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut,Pizza restaurant,Pizza restaurant,Pizza restaurant,"Madhyapur Thimi, Nepal",,,Madhyapur Thimi,,,NP,27.6748593,85.3973481,+977 980-1114808,+9779801114808,,ChIJb0wXOYga6zkRiNATVAQf-DU,ChIJb0wXOYga6zkRiNATVAQf-DU,17,4.1,336,80.5,9 AM to 8:30 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNv7J8zGBlsUE6R8iDM2IMwkFTfOftDfbbkRBXc=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEPE PIZZA bhaktapur,Family restaurant,Family restaurant,Family restaurant,"M9GX+456, Madhyapur Thimi, Nepal",M9GX+456,,Madhyapur Thimi,,,NP,27.6754472,85.3971339,+977 982-0164051,+9779820164051,,ChIJ89M9TAAb6zkRxdkhCjDZosU,ChIJ89M9TAAb6zkRxdkhCjDZosU,19,3.9,31,77.0,10 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfa4Fy9upsEoaCe1cYWReua3Yiz5Xd_tw03oG_UKbK533Tc7WBlMRrsTXtR4-OafAHjG5yXcEVktFZbvzlYuDquOlZrN1nQreYPBUqkbEVQeqf8DF11Ulxd7qpo0l9GTTiiXsm=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhyapur Tiffin House,Fast food restaurant,Fast food restaurant,Fast food restaurant,"M9MQ+47X, Madhyapur Thimi 44600, Nepal",M9MQ+47X,,Madhyapur Thimi,,,NP,27.6828589,85.3882494,+977 984-1334806,+9779841334806,,ChIJ05SKDDIb6zkRPPxFieo8xCM,ChIJ05SKDDIb6zkRPPxFieo8xCM,9,0.0,0,101.5,7 AM to 9:30 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JQRuEpMWZu_s4xCjl8AoMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.46129&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinesh Khaja Ghar,Fast food restaurant,Fast food restaurant,Fast food restaurant,"M9JQ+XMF, Bhaktapur Road, Madhyapur Thimi 44800, Nepal","M9JQ+XMF, Bhaktapur Road",,Madhyapur Thimi,,44800,NP,27.6824253,85.3891807,,,,ChIJD4scDmca6zkRabS9itcUxrg,ChIJD4scDmca6zkRabS9itcUxrg,10,0.0,0,91.0,6 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG_yERMa7kTNNU1Y1-9wHXyE8oZco_ON3ibuU65qcTn7OtqC_0WRTLUlXaT1rqWJVmZor4tEU5E4NYW-oRz4URK9CbqfZFMW1BttZhYb0gFQ0RujYfdZYaerXoYLvxWaLyBcBCBLTTgUfKRtorZVRcpvGamNAB_oam4HXtnOILT04ZbN_lSO_st6oXKIWCSz7DDCpM=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sekuwa House,Fast food restaurant,Fast food restaurant,Fast food restaurant,"M9PQ+R9F, Madhyapur Thimi 44600, Nepal",M9PQ+R9F,,Madhyapur Thimi,,,NP,27.6870682,85.3884207,,,,ChIJLVU6W1Ab6zkRcidxYnBE-sw,ChIJLVU6W1Ab6zkRcidxYnBE-sw,17,0.0,0,0.0,2:08 to 9:09 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=usqKD3QjwPaNEWdZb-a1mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.67572&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indrayani Hub,Fast food restaurant,Fast food restaurant,Fast food restaurant,"M9HP+77J, Thimi, Madhyapur Thimi 44600, Nepal","M9HP+77J, Thimi",,Madhyapur Thimi,,44600,NP,27.6782144,85.3856289,,,,ChIJd1cUFgAb6zkRkgZfRw1_yKg,ChIJd1cUFgAb6zkRkgZfRw1_yKg,18,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GMKAfV64DIV5EpZK74GPRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.93683&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The town kitchen,Restaurant,Restaurant,Restaurant,"M9GX+H2H, Madhyapur Thimi, Nepal",M9GX+H2H,,Madhyapur Thimi,,,NP,27.6764193,85.3975993,,,,ChIJw0cAdUIb6zkR9NBt097bqB0,ChIJw0cAdUIb6zkR9NBt097bqB0,27,3.4,5,56.0,9 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxs7moZZs837AEHPhagYTWbV-VATPFKOTSp_t6MTwp_xvwYuSuEL-4J7jdgQPUxRMpFl-TRU9-551fVSWY2E-A-mJPmOv-YBgEG3dQ58gvIX95HTSE0OWWaqICO2o-sx0ilbkalGA=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
जोशी म:म: सेन्टर,Restaurant,Restaurant,Restaurant,"M9GX+C7M, Madhyapur Thimi, Nepal",M9GX+C7M,,Madhyapur Thimi,,,NP,27.6760932,85.3981691,,,,ChIJTWznVcYb6zkRz9ifBBwt02s,ChIJTWznVcYb6zkRz9ifBBwt02s,30,4.0,3,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxN7qVHmks2okWaee8hP01wLuiZW9AODLSE23UypAMZf8YS-IyDUEO0gzBB7xrgjQ5f7Y9TIIRuhIzN8F8-4hKesezHv6XMs_X8j7VjoFEnkTCq013C4jIQu43NKc10SFyBO1Qi=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cozy Food Cafe (CFC),Restaurant,Restaurant,Restaurant,"M9CQ+P5J, Madhyapur Thimi, Nepal",M9CQ+P5J,,Madhyapur Thimi,,,NP,27.671833,85.3878811,+977 981-3569661,+9779813569661,,ChIJ8Qgcon8b6zkRSwBaPNDJkKE,ChIJ8Qgcon8b6zkRSwBaPNDJkKE,9,2.0,2,91.0,8 AM to 9 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mhOJIuqFN2TwGe2XXXdSrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.52426&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Mood Stick Food & Cafe,Restaurant,Restaurant,Restaurant,"M9CQ+M6W, Madhyapur Thimi, Nepal",M9CQ+M6W,,Madhyapur Thimi,,,NP,27.6717358,85.3880642,+977 986-0337402,+9779860337402,,ChIJJVlPHLQb6zkRH5QaGAoBAdg,ChIJJVlPHLQb6zkRH5QaGAoBAdg,11,0.0,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxs6ZfQbMmGx6G7fwLaiBxsJxoRda3Te2A5JSyVzxayk8PtAbJSwOcV9Id8MZxyz7_r1bysEb11MUPup88Ini27xmmP1Xes7D3RNZ_Z1pm7wjlDSeROeiOiRY3CWiLzwh_EdbneFHgQTcQb=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Thai Hospitality,Restaurant,Restaurant,Restaurant,"Araniko Highway Service Road, Madhyapur Thimi, Nepal",Araniko Highway Service Road,,Madhyapur Thimi,,,NP,27.6749012,85.3964525,+977 1-5900369,+97715900369,,ChIJq_hq_QEb6zkR4IJXn4q3smo,ChIJq_hq_QEb6zkR4IJXn4q3smo,14,3.9,385,98.0,8 AM to 10 PM,False,False,$$,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy4KUkEJ5n2spTO0-OrRl68o0xU1zTkv06IapQn2uAB5x8z5MDM-bHNi8DZoQ9TEpPUdRoN1BoUpOriFWnKQhqNFK_XXbAcMII-NA_UTlTodNAOp9OwX03_iDs33dfyYX9HI5RS=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shankhadhar Newari KhajaGhar,Restaurant,Restaurant,Restaurant,"M9CM+XVG, Madhyapur Thimi, Nepal",M9CM+XVG,,Madhyapur Thimi,,,NP,27.6724497,85.3847092,+977 984-0209798,+9779840209798,,ChIJ8S1TDeQb6zkRJbAZrWgoQRo,ChIJ8S1TDeQb6zkRJbAZrWgoQRo,25,4.7,13,98.0,7 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0riXzmlhBTu2JX2XrufYneYgWfZNCgquvyfmtu83_ZiBN386Pql3xAsymhdaY_3TO128dKrgEAdQX9JBzufO6JZJacSRS3JbohxErKoFJ1q--E8MxtG4PM-nc_zYLkTVmIwvZQQ=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
