name,category,lat,lng,place_id
Ritu Saving & Credit Co-operative Ltd.,Financial institution,27.7195131,85.2947931,ChIJlzWLmFUY6zkR36ZHincKG_k
Nagarjun Ward Number 6 Office,Government office,27.7214141,85.2599429,ChIJb__2X7gj6zkRJ7pbZMRp_qA
Studio Creative & Digital Photo Studio,Photography studio,27.7535794,85.2937231,ChIJJwHviv0f6zkRxQGD7K2vpls
"Nagarjun Municipality Ward 7 Office, Ramkot, Kathmandu",Local government office,27.7186553,85.2501485,ChIJm3ZqHCAj6zkR_Sn4QmQd93s
Sagar magar,Government office,27.7268503,85.2665234,ChIJY_mPRAAj6zkRB_-_kHvRyP8
OFFICE,Corporate office,27.6973833,85.2647692,ChIJrTEuFQAj6zkRF4yGctpyGOo
Awddel House,Corporate office,27.7197425,85.2854951,ChIJvWj2nGoZ6zkRdrFaoAGAhhY
Viewtower land,Corporate office,27.7670246,85.2738143,ChIJd8N7YwAf6zkRMNWOHxpK7q8
The Alchemiest's Garden,Garden,27.700671,85.258157,ChIJ719xPQAj6zkRyGN-48i0GfY
The Cartoon Photography,Photography studio,27.7263181,85.2415852,ChIJF-ooLwAj6zkRCu-b1wDhWtA
Nagarjun Rock Garden,Park,27.7252447,85.2682095,ChIJecyRmQEj6zkReWu4-VZMw9c
Sabina magar,Government office,27.726847,85.2665462,ChIJHaNmGAAj6zkR2YCgLlhF-LM
Mountview Digital Photo Studio,Photography studio,27.7044186,85.2818199,ChIJWdX684AZ6zkRE_9lRi30a7U
Sitapaila Photo Studio & Colour Lab Print & Flex Canvas Stiker Print & Digital Print Hub Sitapaila Kathmandu,Photography studio,27.7076697,85.2811615,ChIJs5NCnbCwFmARt7GrLjD5NRw
Nagarjun Hill and Jungle View Place,Garden,27.7666852,85.2683235,ChIJ51P9DQAh6zkRFahn3paoBos
Police station,Government office,27.7806832,85.2538603,ChIJaR31IAAh6zkR9dzhYkMTefA
United Trading,Office supply store,27.7222308,85.2473368,ChIJF4VaH4YY6zkRshZRnZ9ig4c
Ranipati Hulak,Post office,27.7148666,85.2738741,ChIJmZ6wIgAZ6zkRWQEvX2TDRZk
सुचना केन्द्र बिभाग /बिनोद गर्तौला,Post office,27.7220821,85.2464529,ChIJ0z_zTgIj6zkRe4nXvILo0ac
Waiva Buddhachitta Mala & Biruwa,Garden,27.7296967,85.284933,ChIJT4ofagAZ6zkRXco2ijuAjko
Smash Fitness,Gym,27.7181604,85.2677773,ChIJLa4eWwAj6zkR1BwLZm6zWEk
Madan Bhandari Park,Park,27.7046612,85.256333,ChIJm0JSlvQj6zkRcpeU9M2jEx0
Moonlight Saving And Credit Cooperative Limited,Financial institution,27.6993362,85.2660397,ChIJp7n4uIYi6zkRdI-v7vA2BfQ
Western Rhitambhara Saving and Credit Cooperative Ltd,Financial institution,27.6966795,85.2483809,ChIJ-TFI_Wgj6zkRvJaiWoM_NmI
Purano naikap,Government office,27.6953078,85.2612157,ChIJNVGLKAAj6zkR6NK5he6VbaE
Ramkot Nolight,Government office,27.7234266,85.2474703,ChIJ3ZTbFQAj6zkRp4maZ5HHbnA
Napi Toli 3 Syuchatar ३ नम्बर नापी टोलि स्युचाटार,Government office,27.7063701,85.2603077,ChIJl_m_cgAj6zkRpkZqO66G4D4
"आर्मी भर्ना छनौट निर्देशनालय , बारुद खाना | Army Recruitment Selection, Barud Khana",Military recruiting office,27.7203693,85.2910166,ChIJZxwLddAZ6zkRVlAs37tAZOs
KMPl Sitapaila Near the Nagarjun municipality office,Corporate office,27.7182162,85.2667063,ChIJK10JEAAj6zkR9FuxaI72QVo
Ks Photo Studio,Photography studio,27.702331,85.2746786,ChIJXahxHgAZ6zkR3pmrajOJPEk
Life In Bhattarai’s,Corporate office,27.7221827,85.2549425,ChIJ2ezZGigj6zkRRQ3pzIkA5dU
Om Parquet Furniture & Furnishing Udgyog,Office furniture store,27.7087331,85.2814321,ChIJuRq4FIYY6zkRIub_hPfNIwM
"Manamohan Mustatar Park Syuchatar, Puldol",Park,27.7081288,85.2591657,ChIJGb8eV9Ij6zkRp-CCkaEc3Q4
Nagarjuna batika batase pakha park,Park,27.7181375,85.2452344,ChIJO_RCoiUj6zkRao_XW1E8AOI
Baba Home nagarjun,Park,27.7124117,85.2567229,ChIJ2YzwRwAj6zkRP4APQfWR7Ic
The Sanket Spot (Dadha),Park,27.7070103,85.2542593,ChIJ20RFijkj6zkRhyTx_oqIbRk
Awal Pakha Bishram Sthal,Park,27.7062763,85.2593015,ChIJy6uEIwAj6zkRzXWThkqp-oo
Studio Portraits by Saurav,Photography studio,27.6966805,85.2940031,ChIJo4V4d18Z6zkR8tL-NHhsNBs
Bibek’s Home,Photography studio,27.7006155,85.25542,ChIJG6GvaAAj6zkRNxgFOy4FJ70
Chundevi Studio,Photography studio,27.69614,85.2483216,ChIJe31Aq3EZ6zkRVVVIwGSwBDc
Wilson picnic spot,Park,27.7167709,85.2535918,ChIJg7wOGgAj6zkRrBs0zz3HCzA
Narayan Digital Photo Studio,Photography studio,27.696134,85.2490715,ChIJMVj962Ej6zkR0jWfLeATD7k
02 Gym and Fitness,Gym,27.7072905,85.2841454,ChIJtR3dcAAZ6zkRLPTJPWkXKlM
PnN Home,Photography studio,27.721139,85.2577302,ChIJcZFAIQAj6zkR5KJJGkd2Q0U
Paradise Fitness Center,Gym,27.697153,85.2811819,ChIJw6spFXsY6zkRIvTHnnu6eXo
O2 Gym fitness,Gym,27.7188382,85.2627632,ChIJIbVkdEcj6zkRYFDo2bJn-Xw
Sagar Group - Corporate Office,Corporate office,27.6956164,85.2788575,ChIJs-gstHsY6zkRsp14yp4oNCU
Dahachowk Youth Forum,Social security office,27.6989584,85.2399583,ChIJHRTsx_ki6zkRKv-oW-ue_h4
Salik Chowk Park,Park,27.6968398,85.2771942,ChIJG10UsDYZ6zkRdZJYHaoWREQ
FaceLook Photo studio,Photographer,27.7063083,85.2745633,ChIJzXrgkj0Z6zkRsOc1aLv7RoU
Dahachowk Park,Park,27.7100039,85.2415034,ChIJY8O98UEj6zkRSv0SPzyBiUg
Supply Mandu Pvt. Ltd.,Office equipment supplier,27.6987242,85.2833774,ChIJYZrDDJwZ6zkRHKXYqU0cpKA
Aesthetic fitness centre,Gym,27.7582556,85.2777863,ChIJtQz2Vlwf6zkREG5CJ8DGbyg
Goldhunga wada karyalaya,Government office,27.7530541,85.2830722,ChIJ61Cs_64f6zkRCyGGb2ff-ww
Mahesh Kapri Niwash,Garden,27.7581892,85.2877563,ChIJvxIh1NMf6zkRlJM9P0-ux_w
Water Reservoir,Garden,27.7520798,85.2827615,ChIJVfkKK1Mf6zkRtpOM3PWThv4
Phuyalthok Chautari,Garden,27.7615429,85.2780725,ChIJf0LTZAAf6zkRIKF0gmUCjH0
One Life Fitness,Gym,27.7083243,85.2692781,ChIJNVncPnsj6zkR3d_WC863VUI
Neupane Land,Garden,27.7129109,85.255997,ChIJ1_T-D9wj6zkRCox1YBWrnN8
"Yatayat Transport Management Office, Driving License Section",Driver's license office,27.7206834,85.2854997,ChIJR-M2JJEY6zkRZ23-s7ykEXM
Shree National Cold Store,Corporate office,27.6942155,85.2489808,ChIJVVVVVfIi6zkRnRsqQbITqEE
Rachana Beauty Parlour & Cosmetics,Beauty salon,27.6966739,85.248514,ChIJd_r5ZgAj6zkRXPtT2rdh7sw
Tarakeshwor Municipality Ward no.6,Government office,27.7646527,85.3008107,ChIJF069cgAf6zkRC4SVVnfKKtI
Single tree,Garden,27.758144,85.2757408,ChIJW81jXwAf6zkRRbuPcUGhHnU
Sudins house,Beauty salon,27.6975286,85.249852,ChIJE0LCHAAj6zkR9wytuskGbvs
yanson sir camera,Photography studio,27.6948011,85.2593661,ChIJIYAzEwAj6zkRDfpnvdGDSmY
Fulbari gate Army Camp,Government office,27.7448301,85.2951094,ChIJs0GVOAAZ6zkRaFSytoYShj4
Surya Maya Inc.,Corporate office,27.6950372,85.2648086,ChIJGy0aWwAj6zkRRdz1GSwAP6w
Aroma Hair and Beauty Salon,Beauty salon,27.7144342,85.2828109,ChIJm-QtvlEZ6zkRzbpD-bo-MhM
Rachanaz Beauty Club,Beauty salon,27.7053172,85.279234,ChIJBaWlbIcY6zkRSgjp0VBkL0U
Amarkabita Niwas,Photography studio,27.6965382,85.2517839,ChIJYR9hSgAj6zkRZiHCDSQE5NI
Monica Beauty Parlor and Cosmetic,Beauty salon,27.7214714,85.252056,ChIJKaSeD2oi6zkRBRkcx28uhU4
Suprabha masala,Corporate office,27.6991029,85.2631176,ChIJsS3LBwAj6zkRnoJ_ebqlwb8
"Bhimsen yuwa club ,chautaro",Park,27.7017104,85.2524394,ChIJ__B-Wucj6zkRT50Gro5g0Ig
De' Bibha Beauty Salon,Beauty salon,27.6968523,85.2987745,ChIJc9rBq3wZ6zkRV-eQ57tNKQI
Beauty & Bliss Hair and Beauty Solution,Beauty salon,27.6945121,85.2861682,ChIJcXzVPgAZ6zkRc1ja6zy0Ljs
Blossom Beauty Nails and Lashes,Beauty salon,27.6986259,85.2995473,ChIJiRQIEgAZ6zkR9WxWHxhqySE
Sparkle Beauty & Academy,Beauty salon,27.6985855,85.2996091,ChIJ7_lTa_kZ6zkRCnPshlhtO28
SHEEN BEAUTY PARLOUR & TRAINING CENTER,Beauty salon,27.6986564,85.2992724,ChIJJTaq4VsY6zkRmcdqBstn0n0
Sweety Beauty Parlour,Beauty salon,27.7008005,85.2956842,ChIJMVuPuV0Y6zkRncoHitImFcA
Studio21 makeup studio & unisex salon,Beauty salon,27.694399,85.2853814,ChIJV5NE0Hn9IioRduFd_MvyqLU
Hidden image beauty parlour,Beauty salon,27.7005764,85.2847381,ChIJqz3gaQAZ6zkRdgO-p0124lI
Ukarna Aesthetics,Beauty salon,27.6948701,85.2869149,ChIJwyAZcAAZ6zkRJ9KVNu39A_0
My Choice Herbal Beauty Parlour,Beauty salon,27.7022607,85.2872539,ChIJUYgHJWIY6zkR8N3M8PzQOro
Kim Ari,Beauty salon,27.6956173,85.2989045,ChIJDWI_d1sY6zkRmJRkS1jq020
Trinity beauty and make up studio,Beauty salon,27.7016432,85.2879324,ChIJlXixYwAZ6zkReGtFHUz8jsY
Saru beauty home tahachal,Beauty salon,27.699358,85.2957079,ChIJhbw_Jt4Z6zkRCDOCn_LzJds
Luxx Unisex Studio,Beauty salon,27.6958912,85.2929671,ChIJaUm1TgAZ6zkRCVJUeQ7sztI
New aarthi Jen's Nd ledis parlour,Beauty salon,27.6954009,85.2818921,ChIJOZQyNwAZ6zkR3zPl3e6-KjQ
Helan - The Lavish Beauty,Beauty salon,27.6976256,85.282838,ChIJAx3EAgAZ6zkR2mDPixLS5Ic
"Bafal, Tahachal",Beauty salon,27.7009169,85.2860498,ChIJDdonUQAZ6zkROmeQ8uBX-rs
R.C. Beauty Parlour,Beauty salon,27.698345,85.297775,ChIJQxgfBFwY6zkRObk7mXczP6A
Rose Beauty Parlour and Traning Institute,Beauty salon,27.6954246,85.2905793,ChIJYcxNqmcY6zkR_YPUdoVuuCU
Rupa beauty parlour,Beauty salon,27.6956512,85.2949193,ChIJt3XDJiBPVC8RtDaz7OI2Jeo
भट्टराई चोक (धारे),Beauty salon,27.6965606,85.2837655,ChIJLbVaKwAZ6zkR2ejbdwKEQkY
Irza’s Beauty Home & Training Center,Beauty salon,27.699449,85.2880479,ChIJp56hKQAZ6zkR57wbTsGi9to
किटिनी भञ्जाङ चौतारी पुरानो नैकाप,Park,27.7000645,85.2557536,ChIJ25h3dQAj6zkRBCmOCldavq8
Full Moon Beauty Studio and Training Center,Beauty salon,27.6968557,85.2459976,ChIJXWRcs3kj6zkRmymOnrwW_4E
Nagarjun - 5 No.Ward Office,Local government office,27.7182573,85.2684106,ChIJ_f4S1Bgj6zkRQ-2uo1tNJzU
Mukhiya gaun,Park,27.7017696,85.2523305,ChIJL8KRHAAj6zkRMM9Cy2mH-Ak
jiya home path,Beauty salon,27.6943283,85.289904,ChIJsS9pdgAZ6zkRlVCj3MRjZOI
"Nirmala Home, Tahachal",Beauty salon,27.701981,85.292664,ChIJlVuNil4Z6zkRN7q-tX-4wOU
Jamuna Pati Chok,Park,27.694966,85.2540293,ChIJY640xO0j6zkRa9G4IlA0IuM
Chamling farm (sonam),Garden,27.6982065,85.2480339,ChIJR2lnXwAj6zkRwZ088R489T8
सुजना ब्यूटी पार्लर एण्ड कस्मेटिक(sujana beauty parlour& cosmetic,Beauty salon,27.7020175,85.2896883,ChIJ2XwklecZ6zkRbrcWNVYa3h8
Champokhari,Park,27.7008705,85.2523874,ChIJexFWziwj6zkRnImq06BmeQo
Beauty & Shine Cosmetics,Beauty salon,27.7174329,85.2707361,ChIJYTJvHwAj6zkR3eOb-J1peE0
Nagarjun Municipality Ward No 2 Office,Local government office,27.7264265,85.2799582,ChIJwRba5kkZ6zkROzSLt_JhfLg
Om Trikal sai Astrology Kendra,Corporate office,27.6982207,85.2414912,ChIJwdt0bFUj6zkRy20wJ_fvwbs
F10 Party Venue,Event venue,27.698328,85.298536,ChIJuyac-1sY6zkRUKpwlRBdoRY
Arunaa beauty parlour,Beauty salon,27.6958439,85.2844171,ChIJBQPEbjAZ6zkRT276nZvkN9s
Ushine,Beauty salon,27.6953823,85.2882524,ChIJaSWHPKcZ6zkR27gt3wCPXO4
Europa Fitness Center,Gym,27.7160547,85.2831123,ChIJlVIOA5AY6zkRXEHlYOeKO3U
Fitness Empire Gym,Gym,27.7223842,85.2794537,ChIJ3UhLhrYZ6zkR5IWghrtNN9g
रत्‍ना ब्यूटी पार्लर एण्ड ट्रनिङ्ग सेन्टर,Beauty salon,27.6942749,85.2823957,ChIJ233no9UZ6zkRgZ1a001n6XI
Inland Revenue Office,Tax department,27.6977016,85.2965021,ChIJHcNUFWEY6zkR7h2uTkERXDg
Modern beauty parlor,Beauty salon,27.7012597,85.2954336,ChIJB9QvUQAZ6zkR4Se2QFwHZXY
"Community Rural Electrification Department, NEA",Corporate office,27.7246931,85.29468,ChIJF5JTA-sY6zkRT7IMaya7asQ
Indareni vyuti Parlor,Beauty salon,27.700577,85.3002939,ChIJQ41nDFkY6zkRdO0IdVjSDBI
Hiduwa vloger,Corporate office,27.6955488,85.2906957,ChIJ0zUSJgAZ6zkR2cMQIxIhPbc
Mega international,Corporate office,27.699968,85.2890099,ChIJix6UVygZ6zkR-rHOFsPhdIM
General Business Management Pvt. Ltd,Corporate office,27.698058,85.2985793,ChIJH44SdAAZ6zkRUvLXQpMuby8
Dispovan Bafal Office,Corporate office,27.7030386,85.2845308,ChIJvS6LWQAZ6zkRG9ewIieTrYE
Soaltee pop,Corporate office,27.7005956,85.2858267,ChIJ82-cpR0Z6zkRhR9k7MWcXDk
Chandragiri ward no. 13 office,Government office,27.694121,85.2605954,ChIJKYrpBOUj6zkR05naJL69IKI
crc nepal,Corporate office,27.7005279,85.2824343,ChIJ1yGG3PEZ6zkRTcOjk8FHtRQ
Mountain Hydro Nepal Limited,Corporate office,27.7007262,85.295631,ChIJoWLY4PgZ6zkR7htM5KsJIwc
Hillbird co- Operative LTD.Kalimati,Corporate office,27.6967837,85.299018,ChIJ-eUKbwAZ6zkRC9FekIfd4xQ
Tahachal Physical Fitness Center and Swimming Pool and Futsal Arena,Futsal court,27.7007261,85.2964649,ChIJN3VP7l4Y6zkRDaNWIV1PVkM
Legacy Furniture,Furniture store,27.695306,85.2884793,ChIJvRXP74gZ6zkRATubFkQMIYM
SM Building,Corporate office,27.6978652,85.2905806,ChIJq_O9KGcY6zkReyoDn2o6oSo
Trending Technology Pvt.Ltd,Corporate office,27.7012762,85.2987107,ChIJV6qnVM4Z6zkR1nXkN_A-OM4
Sagtani Group,Corporate office,27.6996359,85.2842769,ChIJbSo1E2MY6zkREI4Gpvu3HhA
New standard offset printing press,Corporate office,27.6962375,85.3005716,ChIJS-rbLgAZ6zkRxRXgZcIOWNE
swajan,Corporate office,27.6982202,85.2988885,ChIJu1y45VsY6zkR8yVRJugWwXE
Jalaram Stores,Corporate office,27.6987156,85.2845994,ChIJB9ihfGMY6zkRidOGpPeqtm0
Qniverse Pvt. Ltd,Corporate office,27.6979584,85.2904415,ChIJfQb2TG8Z6zkRpfEuJvA6yps
Concord industrial services p.ltd,Corporate office,27.6986438,85.2833128,ChIJZTZvlXsZ6zkRBUiSzBrIMzs
Magnetic Trading Pvt.Ltd,Corporate office,27.698576,85.285567,ChIJ1c_LbTsZ6zkR_EYzEOX5LLg
Tax Office,Government office,27.6980961,85.2965618,ChIJ74LGVgAZ6zkRRzt6tEIa8sM
Mani Mahal Saving And Credit,Corporate office,27.6984461,85.2990511,ChIJ____P2EY6zkRDsgDsNBjZZI
"Lalwani & Associates, Chartered Accountants",Corporate office,27.6966259,85.2939082,ChIJZUffll0Y6zkRYaQLWoZJzQQ
"Nepal Qatar Chamber of Commerce, Industry and Trade",Corporate office,27.7013674,85.2989373,ChIJSXxYa7sZ6zkRNlUigOiSQTI
National Teacher Record office,Government office,27.703354,85.29893,ChIJRZZcx1gY6zkRzHRuERJIcTY
Alisha nursery and plant suppliers,Garden,27.6966474,85.241937,ChIJJzETTwAj6zkRli2QBGz5xCU
NMHDA,Corporate office,27.7012515,85.2935783,ChIJb3n8MV4Y6zkR8JM2m12sQpg
Telecombix Nepal Pvt Ltd,Corporate office,27.6978702,85.2971998,ChIJrZvJBQAZ6zkRIejirdAyG7Q
Maruti Suzuki Workshop (Paridi Automobiles Pvt. Ltd.),Corporate office,27.6944802,85.2884669,ChIJ44KU6BsZ6zkRvJXjdDlxpY8
SeeLogic Nepal,Corporate office,27.6982061,85.2905141,ChIJu0TWyz8Z6zkR8yBv17qQZ24
Nepal fulltrip transport,Corporate office,27.7011051,85.2857867,ChIJ94gZOmcZ6zkRWGlO_xo2XY0
Manjesh Maharjan,Corporate office,27.6946445,85.284614,ChIJ1zWInxQZ6zkRBhdk2a8TiIg
Nidal Engineering Research And Construction Pvt.Ltd.,Corporate office,27.6960338,85.2933153,ChIJRZ6wsdMZ6zkRBc7KsLXLpXw
Ask Aus,Corporate office,27.6997045,85.2850659,ChIJ992EQusZ6zkRMmERev6FUNs
Careers Nepal Job Placement Pvt.Ltd,Corporate office,27.6987245,85.3007331,ChIJKaY3XAAZ6zkR7djJ7pIprFs
Aashraya Bhawon,Corporate office,27.7015663,85.3003395,ChIJ749CfUoZ6zkRDCH7eFqRHUc
Online Creative Studio (OCS),Design agency,27.7001848,85.287515,ChIJ5a1f4Q8Z6zkRaUGnC7y7CbA
Himavat Institute,Corporate office,27.6954037,85.2872672,ChIJz6fGSgAZ6zkR1yXT19-V4BU
pathivara service center pvt.ltd,Corporate office,27.6989365,85.2827397,ChIJF1rJ06EZ6zkRM1myxlh5fCQ
Ed-Umbrella,Corporate office,27.6963908,85.2851905,ChIJZ6RKv8MZ6zkRP76FsHGAwc4
Manokamana electric parts (kathmandu branch ),Corporate office,27.7007084,85.2959562,ChIJMyDHLAAZ6zkRxQOeX3Wwhp4
Group Of Namaste Nepal Private Limited,Corporate office,27.7642476,85.2891798,ChIJwSjxMgAf6zkR_7DNAFTNlSw
Bama Travels Pvt. ltd.,Corporate office,27.7558416,85.2893586,ChIJ6WiQRAAf6zkRnhPDwOYtTas
UNIVERSAL BEVERAGES PVT. LTD.,Corporate office,27.6954179,85.287258,ChIJFS2DyIoZ6zkRRmzHuhaObCc
Foreign Employment Office,Government office,27.6999939,85.2894355,ChIJixT06ZoZ6zkRiL-aU35yelI
Nepal Model Multipurpose Co-op,Financial institution,27.6975713,85.2992984,ChIJcR8_6lsY6zkRGW03F_k9HG8
IME,Financial institution,27.6983259,85.2996496,ChIJ0-bc3FsY6zkRc1nRwwsK9Jc
Ramjee Vision Tower,Corporate office,27.6956918,85.287287,ChIJ_59Lju4Z6zkRbFydxSZKU_k
BYOB,Garden,27.6946804,85.2883914,ChIJ-2CViRwZ6zkRCrJYKA0pgxk
Arthik Multipurpose Co-operative Ltd.,Financial institution,27.6985751,85.2996116,ChIJV9DaxOQZ6zkRYfco-Cu5DxM
RD Motos,Office supply wholesaler,27.6959434,85.2585614,ChIJxQHgLXYj6zkRIWwKh0CRYvc
Dahal Digital Photo Studio,Photography studio,27.699673,85.287311,ChIJJT3E5-0Z6zkRP-w4pqwoehA
Baideshik Rojgar Bibhag,Government office,27.69994,85.28948,ChIJ1RdIKwAZ6zkRb2o723dOR-U
Kitab Khana,Government office,27.7033317,85.2989031,ChIJfeTlbgAZ6zkRSQaKhSlXJjQ
Anjila Photostudio,Photography studio,27.7028855,85.283541,ChIJZ1r4aAAZ6zkRrvSnJSki3Qs
Asian Technology Pvt. Ltd.,Corporate office,27.6985008,85.3008012,ChIJMT7f2SAZ6zkRbFaGLgjjcKE
Valley Media House,Photography studio,27.6946902,85.28476,ChIJN_NZJgAZ6zkRnnp36RkgtaI
CCS GCF Project,Government office,27.6954151,85.2940562,ChIJPz2WVQAZ6zkRF17KUBtaD8A
United Nations,Government office,27.7039551,85.2965949,ChIJAQA8Zl8Y6zkRe7E5Enjh5Uc
Nepal Overseas Marketing Company,Corporate office,27.6954999,85.2873257,ChIJ6Qi6iykZ6zkR0Zt0gzqc4TI
Drishya Enterprises,Photography studio,27.697939,85.2961155,ChIJ94XVGA0Z6zkR7RbIlhYhyzo
Nilbarahi Picnic Spot 5,Park,27.700288,85.3011125,ChIJTXOKHAAZ6zkRJi6369LoDOQ
Littlelove studio,Photography studio,27.6973786,85.2956619,ChIJWVSKy5YZ6zkR5uzMaQe2ZPo
Kalimati,Garden,27.6999738,85.2890594,ChIJuW5TAwAZ6zkR3NbSUY4cXeo
Photo Studio & Cyber,Photography studio,27.6984173,85.2976821,ChIJJdZmpZEZ6zkR3ag5lE8YUc0
AEPC CCS,Government office,27.6953683,85.2940846,ChIJ4XMAHwAZ6zkRvjZya4lfL9E
B&R Studio,Photography studio,27.6972499,85.2952079,ChIJBbhqqvoZ6zkRoID3uy2GgBQ
Kalimati Chwok,Garden,27.6983348,85.2994002,ChIJGcnXLwAZ6zkRwtHhhBWJK2I
FXLY Beauty Center,Beauty salon,27.7150706,85.2931365,ChIJty7X1icZ6zkRJkjo22BL0_w
Om Sai Baba Fresh Vegetable and Fruits Suppliers (OSB Suppliers),Corporate office,27.7003618,85.2932119,ChIJR_vRWNsZ6zkR8C9XdZDWNAs
Chitra Aura Studio,Photography studio,27.6954714,85.2974298,ChIJk_SVGQAZ6zkR9_MO_YyTmt0
Bhgwan paau Park( भगवान पाऊ पार्क),Park,27.7139872,85.2934008,ChIJzZFaQU8Z6zkR0YuXcWV2ogg
Raniban park,Garden,27.7357215,85.2823075,ChIJbVoSYAAZ6zkR_4gfx47kQmg
Big pipalbot,Park,27.7011047,85.2932455,ChIJfcxnQAAZ6zkR8ojJIvlteQs
Winston Pisenberg Park,Park,27.7393831,85.2909898,ChIJX0tjoGcZ6zkRKRKh10OrUV0
JOSHI,Photography studio,27.6997443,85.2944477,ChIJDcD-eQAZ6zkRigfPmdvXqtw
Gadgets In Nepal Pvt Ltd.,Video production service,27.6990901,85.294521,ChIJt4KLyr0Z6zkRkyamMfRGOk0
Dholange Park,Park,27.7306196,85.2660027,ChIJJzutj2Uj6zkRRg1I-UVA0L8
Studio Bimal,Photography studio,27.6996348,85.2894214,ChIJp4tXK1QZ6zkRXr8onzONv_g
Artist photo studio,Photography studio,27.6984797,85.3000912,ChIJOX7zbgAZ6zkRRJVR1BHTsJ0
Nt Films Nepal,Video production service,27.6989508,85.3008721,ChIJiywdjGAZ6zkR7XNNYdQKAPo
Unnati beauty parlor,Beauty salon,27.7412221,85.2997589,ChIJHcCse2gZ6zkRfhjVO0cdWkU
Nimbus International Co.Pvt.Ltd.,Corporate office,27.6964251,85.2986061,ChIJp4lWhFsY6zkRcZA25uSuDJI
Friends Unisex Salon,Beauty salon,27.7445336,85.3003115,ChIJH3gwS-wZ6zkRgw-FhHW4g2s
Sabina Beauty Parlour,Beauty salon,27.7344449,85.2831564,ChIJV6WrEAAZ6zkRG-Gqu5vKhdM
Pinnacle Mini Park,Park,27.6942912,85.2836285,ChIJDy4Mb58Z6zkRQXT-YDc79pg
Muna Beauty Parlour,Beauty salon,27.738505,85.2901798,ChIJSzJezLkY6zkRmSCL6W0JqCQ
De Beauty Sis,Beauty salon,27.7366522,85.2853417,ChIJkVw5H7gZ6zkRQIIW8reg3L4
Aashish hair dresser salon,Beauty salon,27.7553598,85.2882013,ChIJQVq3IAAf6zkR9eA3iASYDxA
Divith Photo studio ( दिविथ फोटो स्टुडियो ),Photography studio,27.6990966,85.3010621,ChIJPY7OQmoZ6zkR_07aiP8DGBQ
Su Aarnav beauty home,Beauty salon,27.7354667,85.2879811,ChIJA_8CB9YZ6zkR8ThD26CgoRM
Manakamana Refrigeration Trading Pvt. Ltd.,Corporate office,27.6978767,85.2978899,ChIJg2nS3J4Z6zkRrAkxVbHL6GE
Crystal Unisex Salon,Beauty salon,27.753541,85.2935563,ChIJh4e8XCgf6zkR9yWpW37hSe0
IFRC/Canadian Red Cross-Nepal Programme,Corporate office,27.6990603,85.2923512,ChIJXZncKWEY6zkR9PL6ogO8AoA
AEROSAN-Office,Corporate office,27.698103,85.2971358,ChIJ4T-WBcMZ6zkRBkFEcF50tf8
Mustang Unisex Beauty Salon,Beauty salon,27.7130585,85.2942921,ChIJz4hnIVkZ6zkRLJUfJYVRB-I
Beauty Studio By Aaku,Beauty salon,27.7126622,85.2930219,ChIJm4NNKQAZ6zkRDBJv-4vwCCA
Manasulu press,Corporate office,27.7374625,85.2872656,ChIJnWOAXAAZ6zkRWviBEYcvMdk
Santoshi beauty care and training center,Beauty salon,27.7122939,85.29306,ChIJ0SHeEAAZ6zkRoiYYblpVlLs
Rose Bud Beauty Parlor & Training Center,Beauty salon,27.7076062,85.3003381,ChIJZT7s3eAZ6zkRLSMqNRM5T3w
Sambriddhi Beauty Home समृद्दी ब्युटी हाेम,Beauty salon,27.7160041,85.2937541,ChIJ11zKA8EZ6zkRkwmf9P-R7V4
Grihakala-Interiors,Interior architect office,27.7379725,85.2820302,ChIJIaw8OgAZ6zkRv0JDQqwpYCU
Namo Buddha Photo Studio,Photography studio,27.7355545,85.296009,ChIJu29P5sYY6zkRVVLGI36OToU
Forever Beauty Spot,Beauty salon,27.7073063,85.2821382,ChIJjWIoYAAZ6zkR48gJIIaPMb0
Rs nursery raniban,Garden,27.7379625,85.2872656,ChIJ-eMhQgAZ6zkRmAS1ksrKayw
Passion Beauty Hub,Beauty salon,27.7053685,85.3001826,ChIJOWw8DKYZ6zkR8J9Wd_sthoo
RoyalEdge interior & Architecture,Interior architect office,27.7349446,85.2812534,ChIJT81hizcZ6zkRjTdtoPz8i68
Aryal Furniture Udhyog pvt.ltd,Corporate office,27.7363222,85.2902322,ChIJI2WBJKUZ6zkRjBHP56Kn780
Manisha's Beauty Hub,Beauty salon,27.7094431,85.2983069,ChIJBZY-z7oZ6zkR2D6ro9ZEd0A
Metro Market office- Dallu,Corporate office,27.7085922,85.3000474,ChIJZ-8O4OgZ6zkRJaMEccGcYhE
पयुटार सहकारी,Corporate office,27.7508203,85.3003214,ChIJvzOzGAAZ6zkRyPV41o2aUvs
Ktm npl,Government office,27.7120355,85.2993597,ChIJd_VzQgAZ6zkR5wWTxirPQDc
Radha,Garden,27.694145,85.284371,ChIJo2C8IwAZ6zkRJf1-mF-6-cY
Nepalese Army Vocational Training Center,Government office,27.7098972,85.2896514,ChIJZf6xiIsY6zkRu7ionWbuyIQ
"Clay, stone and concrete laboratory",Government office,27.714545,85.294057,ChIJ_SUGwfIY6zkRax4tkaI5lIY
Gemini Incorporated Pvt.Ltd,Corporate office,27.7117526,85.2827255,ChIJZys9eT4Z6zkRO7WdI7rXaOg
