name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file,distribution_generated
SR dairy bakery & coffee shop,Coffee shop,Coffee shop,"M99Q+W5G, Bhaktapur, Nepal",Bhaktapur,27.6698005,85.3879422,5.0,4,0,0,0,1,3,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Matka Tea And Cafe,Tea house,Tea house,"M9GX+45H, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6753191,85.3979996,4.2,35,0,0,5,19,11,105.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Aaunus khanus tass and sekuwa,Restaurant,Restaurant,"3 Sangameshwor Marg, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6773125,85.3979531,3.3,4,1,0,1,1,1,91.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,,0
Sandar Momo Radhe Radhe,Momo restaurant,Momo restaurant,"Radhe Radhe Rd, Bhaktapur, Nepal",Bhaktapur,27.6765189,85.3982259,3.1,52,14,5,11,8,14,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Chiya and chill garden,Cafe,Cafe,"MCH2+R9R, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6795482,85.4008847,5.0,2,0,0,0,0,2,126.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Sweet Hopes,Cafe,Cafe,"9 Himalaya Tole, Bhaktapur 44800, Nepal",Bhaktapur,27.6812803,85.3977129,4.3,8,0,0,2,2,4,105.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Shanti hotel,Cafe,Cafe,"M9JR+V6F, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.682465,85.3906516,4.8,4,0,0,0,1,3,0.0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,,0
Duwakot,Asian restaurant,Asian restaurant,"MCH2+MXH, Bhaktapur Road, Changunarayan, Nepal",Changunarayan,27.6792,85.4024919,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Ohh My Chicken Pizza Hub Radhe Radhe,Family restaurant,Family restaurant,"M9HX+2CC, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6775612,85.3985169,3.4,43,14,1,1,9,18,0.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,,0
Mama Bhanja Fast Food,Restaurant,Restaurant,"Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6775481,85.3985095,1.3,7,5,2,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
DFC restaurant,Restaurant,Restaurant,"M9GX+PF2, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6767637,85.3986141,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
New Place,Restaurant,Restaurant,"M9MQ+GQQ, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6837398,85.3895447,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Jhapali khajaghar,Restaurant,Restaurant,"M9JW+XMJ, main Road, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6824664,85.396641,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Dolakha Laxmi Khaja Ghar,Fast food restaurant,Fast food restaurant,"MCJ2+C5H, Hindunagar Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6810637,85.4004705,3.0,1,0,0,1,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0
Unik Fast Food And Cafe,Fast food restaurant,Fast food restaurant,"Shyama Shyam Dham, Nikosera Madhyapur Thimi 44811 Araniko Highway, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6774892,85.3985,3.4,14,0,1,8,4,1,70.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,,0
Hindunagar Momo Centre,Momo restaurant,Momo restaurant,"MCM2+7G8, Hindunagar Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6833348,85.4012721,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Deshemaru khaja Ghar,Restaurant,Restaurant,"M9HX+RVQ, Pukhuddha Marg, Kathmandu 44600, Nepal",Kathmandu,27.6795735,85.3997894,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,,0
GLOS CAFE & RESTRO,Restaurant,Restaurant,"transport management office, Radhe Radhe Rd, Bhaktapur, Nepal",Bhaktapur,27.677704,85.3977069,5.0,4,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Suku Lasa Bhoye Chhen & Sekuwa,Family restaurant,Family restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6776624,85.3963624,4.3,3,0,0,1,0,2,0.0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,,0
The Burger House And Crunchy Fried Chicken (Radhe radhe),Restaurant,Restaurant,"M9GX+966, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.675911,85.3980002,3.1,144,2,26,76,37,3,84.0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,,1
Chicken Station Radhe Radhe Bhaktapur,Fast food restaurant,Fast food restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6753388,85.39819,3.4,100,0,9,47,39,5,98.0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,,1
KKFC BHAKTAPUR THIMI,Fast food restaurant,Fast food restaurant,"M9GW+2VV, Kathmandu 44600, Nepal",Kathmandu,27.6751075,85.3971681,4.2,10,0,0,2,5,3,66.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Fast and Fresh Food,Fast food restaurant,Fast food restaurant,"M9GX+248, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6750259,85.3978356,2.0,2,1,1,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Ramailo momo,Fast food restaurant,Fast food restaurant,"Opposite Pizza World, Bhaktapur, Nepal",Bhaktapur,27.6754151,85.3978829,4.1,7,0,0,1,4,2,52.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Pranjal Fast Food & Cafe,Fast food restaurant,Fast food restaurant,"M9GX+45R, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6753726,85.3978882,3.9,7,0,0,2,4,1,91.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,1
3 R khaja ghar,Fast food restaurant,Fast food restaurant,"M9FV+MWH, Bhaktapur, Nepal",Bhaktapur,27.6741774,85.3948623,4.8,8,0,0,0,3,5,101.5,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,1
Samjhana Chatpate and Panipuri,Fast food restaurant,Fast food restaurant,"M9FX+X4W, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6749768,85.3978151,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Abi Khaja Ghar And Fastfood,Restaurant,Restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6729471,85.3906084,5.0,6,0,0,0,2,4,98.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
The Messiah Cafe,Restaurant,Restaurant,"M9CP+V7H, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6721803,85.3857481,5.0,1,0,0,0,0,1,0.0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,,1
Valley Top MoMo,Fast food restaurant,Fast food restaurant,"M9MQ+6R4, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6830247,85.3895798,4.0,6,0,0,2,3,1,87.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Shivakoti Tea Shop,Tea house,Tea house,"M9GX+52Q, Unnamed Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6754601,85.3975955,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Shirish room,Tea house,Tea house,"M9HV+V89, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6797213,85.3933434,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jaam Chiya Kham,Tea house,Tea house,"MCG2+95, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6759527,85.400436,0.0,0,0,0,0,0,0,101.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Aadhya's Bakery,Bakery,Bakery,"Madhyapur Thimi-05, Kamerotar, Bhaktapur 44800, Nepal",Bhaktapur,27.6768654,85.3919935,5.0,2,0,0,0,1,1,98.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,1
Lucky Bakery,Bakery,Bakery,"Radhe Radhe Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6755289,85.3980283,4.6,8,0,0,1,3,4,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Gankhu bakery,Bakery,Bakery,"M9JX+F3X Sweet hopes bakery cafe, Bhaktapur, Nepal",Bhaktapur,27.6812305,85.397741,3.5,2,0,0,1,1,0,101.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Nhu Kewa newari khajaghar,Bakery,Bakery,"M9HR+WV5, Unnamed Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6797682,85.3922263,3.8,5,0,0,1,3,1,168.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Aarogya Bakery,Bakery,Bakery,"Naya thimi,shankhadhar chowk, Bhaktapur 44800, Nepal",Bhaktapur,27.6730941,85.3863255,4.0,7,0,0,2,4,1,98.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Sabaiko Live Bakery,Bakery,Bakery,"M99P+X87, Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,27.6699192,85.3857994,4.0,106,0,2,23,58,23,98.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,1
Chulo dhungo sekuwa,Bed & breakfast,Bed & breakfast,"M9MR+5CP, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6829235,85.3910858,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Alex and Aliz Snooker House,Sports bar,Sports bar,"Kamerotar Height, Bhaktapur 44800, Nepal",Bhaktapur,27.6784628,85.3922811,4.6,5,0,0,0,2,3,71.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1
"Karuwa Food, Beverage, Restaurant bar &Tcafe",Bar,Bar,"ragini height, Bhaktapur 44600, Nepal",Bhaktapur,27.666213,85.3660894,4.5,13,0,0,1,6,6,87.0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,,1
इन्द कमल लिक्वेर शप,Bar,Bar,"M9HX+XP9, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.67991,85.3993464,5.0,2,0,0,0,1,1,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1
Aankhijhyal Restaurant and Lounge,Bar,Bar,"M9GX+W9F, Radhe Radhe, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6773192,85.3984238,3.4,10,0,1,5,4,0,0.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,,1
A.G LIQUOR SHOP,Bar,Bar,"M9GX+62R Bhat bhateni superstore, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6756092,85.3975034,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1
Namaste Gautam Traders Liquor Shop,Bar,Bar,"M9JV+8M7, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6807922,85.3942555,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0
Madhyapur dahi pasal,Bakery,Bakery,"M9MQ+9QW nagarpalika marga, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.683477,85.389454,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Anush khaja ghar,Bakery,Bakery,"M9MR+CFP, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6835895,85.3912925,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
The A-One Bakery,Bakery,Bakery,"MC7G+499, Suryabinayak 44800, Nepal",Suryabinayak,27.6627558,85.4259439,5.0,5,0,0,0,1,4,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Sheraton Banquet,Bar,Bar,"MC7R+6RG, Jagati Road, Suryabinayak 44800, Nepal",Suryabinayak,27.6630623,85.442084,4.5,22,0,0,2,10,10,84.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,,1
"Ba:Gale Newa Chhen, Libali, bhaktapur",Bar,Bar,"MC9V+MC8, Bhaktapur 44800, Nepal",Bhaktapur,27.6691526,85.4435736,5.0,2,0,0,0,1,1,98.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1
Ganebacha chiya pasal,Tea house,Tea house,"Bhaktapur 44800, Nepal",Bhaktapur,27.6754337,85.4272511,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Rajesh Dai Ko Panipuri Pasal,Tea house,Tea house,"MCGH+295, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6750748,85.4286089,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Suryabinayak Tea Shop,Bakery,Bakery,"MC7M+628, Unnamed Road, Suryabinayak 44800, Nepal",Suryabinayak,27.6630311,85.4325736,5.0,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Royal java time,Bakery,Bakery,"MCCC+F9H, Ganeshthan Road, Bhaktapur 44800, Nepal",Bhaktapur,27.671236,85.4211397,3.8,14,0,1,4,7,2,98.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,1
Naisha's Cake And Bake House,Bakery,Bakery,"Byasi-6, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6758929,85.4304317,5.0,2,0,0,0,1,1,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Arjan Bakery,Bakery,Bakery,"MCCC+HWW, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6714981,85.4223347,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bakery Shop,Bakery,Bakery,"Adhikari Tole, Suryabinayak 3, Anantalingeshwar 44800, Nepal",Anantalingeshwar,27.6737961,85.4238925,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Laxmi dai junudho,Bakery,Bakery,"MCGH+5R9, Bhaktapur 44800, Nepal",Bhaktapur,27.6754177,85.4296247,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Purshottam's House,Coffee shop,Coffee shop,"JFV5+HFH, Suryabinayak, Nepal",Suryabinayak,27.643924,85.4587893,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
BAR:BQ Cafe & Resto,Restaurant,Restaurant,"mahatgau, Nepal",mahatgau,27.6438854,85.463626,4.5,6,0,0,0,3,3,98.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,,1
Green View Restaurant,Restaurant,Restaurant,"JFV9+96G, Suryabinayak, Nepal",Suryabinayak,27.6434417,85.4680707,4.3,20,0,0,3,10,7,168.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Swagatam momo pasal,Momo restaurant,Momo restaurant,"JFX8+6WX, Suryabinayak, Nepal",Suryabinayak,27.6481065,85.4673438,5.0,3,0,0,0,1,2,49.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Family Resort & Trout Hub,Family restaurant,Family restaurant,"JFV8+Q6X, Suryabinayak, Nepal",Suryabinayak,27.6451737,85.4657532,4.3,4,0,0,1,2,1,168.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,,1
Daura Chulo,Rice restaurant,Rice restaurant,"JFV9+875, Banepa, Nepal",Banepa,27.6432728,85.4682241,4.0,26,0,0,6,14,6,0.0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,,1
Highway Restaurant,Restaurant,Restaurant,"JFV8+Q5H, Suryabinayak, Nepal",Suryabinayak,27.6444373,85.4654802,1.0,1,1,0,0,0,0,0.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
प्रदीप jack tea shop,Coffee shop,Coffee shop,"MFPF+7FQ, Nagarkot Road, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6857203,85.4737355,5.0,1,0,0,0,0,1,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
New momo,Fast food restaurant,Fast food restaurant,"Bhaktapur, Dandagaun 44800, Nepal",Dandagaun,27.6878057,85.4680769,5.0,1,0,0,0,0,1,66.83,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,,1
Pawan's Tea Shop,Tea store,Tea store,"MF34+HGP, Suryabinayak, Nepal",Suryabinayak,27.6539565,85.4563212,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Hotel Byron P.v.t L.t.d,Restaurant,Restaurant,"Suryabinayak, Nepal",Suryabinayak,27.6444929,85.4656002,4.5,4,0,0,0,2,2,105.0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,,1
Sannilye khaja ghar,Chicken restaurant,Chicken restaurant,"JFV7+GXC, Suryabinayak, Nepal",Suryabinayak,27.6438161,85.4648777,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
अन्जना खाजा घर,Fast food restaurant,Fast food restaurant,"Maha manjushree, marga 44800, Nepal",marga,27.6861323,85.4774943,5.0,4,0,0,0,1,3,94.5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,,1
The family bakery cafe,Bakery,Bakery,"Nagarkot Road, Bhaktapur, Nepal",Bhaktapur,27.6917958,85.4588553,5.0,1,0,0,0,0,1,91.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Hamro cake and bakery,Bakery,Bakery,"Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6782964,85.4404574,4.6,8,0,0,1,3,4,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Shyam mahat pasal,Bar,Bar,"JFV5+HFH, Suryabinayak, Nepal",Suryabinayak,27.6438815,85.458699,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0
THE SIDE KITCHEN,Family restaurant,Family restaurant,"MC5Q+CXF, Suryabinayak, Nepal",Suryabinayak,27.6579205,85.4397619,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,,0
Barudan fastfood chagunarayan,Fast food restaurant,Fast food restaurant,"PC77+74J, Changunarayan 44600, Nepal",Changunarayan,27.7132229,85.4127695,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Welcome cafe & restaurant,Fast food restaurant,Fast food restaurant,"PC84+CF2, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7159482,85.4064515,3.0,2,0,1,1,0,0,105.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,1
D Ace Cafe,Fast food restaurant,Fast food restaurant,"Srijana tol, Kathmandu 44600, Nepal",Kathmandu,27.7103511,85.4027442,5.0,1,0,0,0,0,1,106.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
YO-YO Sekuwa Corner & Cafe,Fast food restaurant,Fast food restaurant,"Mulpani Chour to Jorpati Rd, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7157651,85.4063587,3.7,3,0,0,1,2,0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Garud's Cottage,Tea store,Tea store,"PC6C+4J2, Changunarayan 44600, Nepal",Changunarayan,27.7102618,85.4215296,5.0,5,0,0,0,1,4,94.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
P.S.P Khaja Ghar,Tea store,Tea store,"Changunarayan 44600, Nepal",Changunarayan,27.7125802,85.4244619,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
The pine bakery,Bakery,Bakery,"Mulpani Chour to Jorpati road, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7137803,85.4159354,5.0,3,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Chessung Bakery House,Bakery,Bakery,"PC84+3W6, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7149508,85.4073196,4.8,5,0,0,0,2,3,98.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Tsuneel's kitchen & Pool house,Bar,Bar,"NEC MARG, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7129375,85.4169375,4.8,17,0,0,1,6,10,0.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1
Encore Cafe,Restaurant,Restaurant,"nec, Bhaktapur 44600, Nepal",Bhaktapur,27.7108385,85.4154969,5.0,1,0,0,0,0,1,70.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,,0
KAJI's BISTRO,Fast food restaurant,Fast food restaurant,"PC75+MW5, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7141382,85.4098529,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
Balkot Chulho,Coffee shop,Coffee shop,"M96J+MGP, Anantalingeshwar, Nepal",Anantalingeshwar,27.6618794,85.3813496,5.0,1,0,0,0,0,1,0.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,1
Aananda Baba Cafe,Children's cafe,Children's cafe,"M97M+3WH, Anantalingeshwar, Nepal",Anantalingeshwar,27.6626943,85.3848553,4.1,23,0,0,4,13,6,91.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,1
Brothers cafe.,Coffee shop,Coffee shop,"M98F+P56, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6667533,85.3726955,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
YaNi cafe,Cafe,Cafe,"M9FH+7WQ, Chardobato, Bhaktapur 00977, Nepal",Bhaktapur,27.6732158,85.3798578,5.0,13,0,0,0,4,9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Ella brew and bites,Cafe,Cafe,"Maya Complex, Suryabinayak, Nepal",Suryabinayak,27.6678018,85.3865409,4.0,22,0,0,5,12,5,105.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,,1
"Suryabinayak-4, Naya Basti, Bagar.",Coffee shop,Coffee shop,"M99M+9GF, Anantalingeshwar, Nepal",Anantalingeshwar,27.6684272,85.3838046,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Dinoj's Cafe & Restaurant,Coffee shop,Coffee shop,"M9CQ+H7C, Thimi-Biruwa Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6711905,85.3880247,5.0,4,0,0,0,1,3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Under Ground Cafe,Cafe,Cafe,"M9FG+9VF, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.673449,85.377165,5.0,2,0,0,0,1,1,98.0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,1
DHANAKUTE LUNGAKO KHAJA GHAR धनकुटे लुङ्गाको खाजा घर,Coffee shop,Coffee shop,"SURYABINAYAK-03, 00977, Nepal",Anantalingeshwar,27.6683972,85.3838129,4.3,3,0,0,0,2,1,112.0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,,1
Puzzles: Not Just A Café,Restaurant,Restaurant,"Anantalingeshwar, 44600 Chardobato, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6697722,85.3769534,3.8,40,0,1,12,21,6,91.0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Cafe Lucid,Coffee shop,Coffee shop,"M9F8+RQF, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6746089,85.3669585,4.7,10,0,0,0,4,6,94.5,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,,1
Abyss home,Coffee shop,Coffee shop,"M97H+5C7, Anantalingeshwar, Nepal",Anantalingeshwar,27.6629221,85.3785616,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Yakchhen Restaurant,Restaurant,Restaurant,"4 Changunarayan Rd, Changunarayan 44600, Nepal",Changunarayan,27.7119289,85.4248486,5.0,3,0,0,0,1,2,116.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Shree Dolkha Khaja Ghar and Restaurant,Restaurant,Restaurant,"PC57+42X, Changunarayan 44600, Nepal",Changunarayan,27.7078514,85.4126141,3.5,13,0,1,6,5,1,0.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,,1
Dhruba Dai ko Khaja ghar,Restaurant,Restaurant,"M98J+9FR, Anantalingeshwar, Nepal",Anantalingeshwar,27.6659785,85.3811407,4.6,10,0,0,1,4,5,91.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1
Baskota Khaja Ghar,Restaurant,Restaurant,"M98H+4W3, Anantalingeshwar, Nepal",Anantalingeshwar,27.6652518,85.3798063,5.0,4,0,0,0,1,3,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
The Hunger Food,Restaurant,Restaurant,"M98M+QJ6, Anantalingeshwar, Nepal",Anantalingeshwar,27.6668388,85.3841162,3.0,2,0,1,1,0,0,0.0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,,1
