name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,phone,price,rank,place_id,imageUrl,address,additionalInfo_Amenities_Restroom,url
KC fast food,Fast food restaurant,Fast food restaurant,"M99Q+J7R, Anantalingeshwar, Nepal",Anantalingeshwar,27.6691004,85.3881307,3.3,28,0,9,7,7,3.3,70,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,20,ChIJKQ5BZEEb6zkRWp2tM0nOIYM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FJ8Qe1G0msXpBy0Ll-UxXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.25&pitch=0&thumbfov=100,"M99Q+J7R, Anantalingeshwar, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=KC%20fast%20food&query_place_id=ChIJKQ5BZEEb6zkRWp2tM0nOIYM
KC General Store and Khaja Ghar,Restaurant,Restaurant,"JFX9+647, Suryabinayak, Nepal",Suryabinayak,27.648037,85.4677866,3.6,22,1,4,7,1,3.6,105,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,+977 984-1257435,,22,ChIJt-2xpRwP6zkRhAYC9EunfsA,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynceiL-bdfJTMmhvq5Up8W78U8xFJKKGRb7apKrgh18Y4nATMnlMownvtXTt5o8Ic3Zrw8dtKF1ANfiWPfSjt1vq2BqT__vsyz5N8YW7YRE6X0YLSt348Zc46cXVzVbaQr04Em=w408-h304-k-no,"JFX9+647, Suryabinayak, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=KC%20General%20Store%20and%20Khaja%20Ghar&query_place_id=ChIJt-2xpRwP6zkRhAYC9EunfsA
Keshab Coffee Shop,Cafe,Cafe,"MCFQ+77J, Chyamasiha road, Bhaktapur 44800, Nepal",Bhaktapur,27.6732069,85.4381559,5,3,0,0,0,1,2,77,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,,,12,ChIJJ22EsFIF6zkR3eyuRf_ruRg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzu2og4GQKbbrcMewvt0i7GINHIrnHkNjfLtw0GIRJktp_vZe27p7EVdjzBFOHTDKKGs0wNhzdFXapUgUVRonC8e9kUZDGAGYV0KBUzbj7lSFzNAWFavpCG7rixNQJRVOmf0BmFsg=w408-h306-k-no,"MCFQ+77J, Chyamasiha road, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Keshab%20Coffee%20Shop&query_place_id=ChIJJ22EsFIF6zkR3eyuRf_ruRg
KFA Cafe(Kir Food Aqui),Cafe,Cafe,"Birendra Chowk, Kadaghari Birendra Chowk, Nepal",Kageshwori Manohara,27.6987513,85.373739,3.1,25,0,8,8,8,3.1,98,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,+977 980-3072189,,6,ChIJ5RHBDNQb6zkRjrECK5r0pBk,https://lh3.googleusercontent.com/p/AF1QipPSgy1tH1L9YW36r1-NglM7li1KuX_i1lZUmq1R=w408-h307-k-no,"Birendra Chowk, Kadaghari Birendra Chowk, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=KFA%20Cafe(Kir%20Food%20Aqui)&query_place_id=ChIJ5RHBDNQb6zkRjrECK5r0pBk
KFC Head Office,American restaurant,American restaurant,"MCF2+7J5, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.673364,85.4014606,4.3,25,0,3,2,5,4.3,91,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,72,ChIJfb_nXAAb6zkRB0Vz9CJiZrw,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nm78MWqhDkWKk5MbhqNlDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.7156&pitch=0&thumbfov=100,"MCF2+7J5, Madhyapur Thimi, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=KFC%20Head%20Office&query_place_id=ChIJfb_nXAAb6zkRB0Vz9CJiZrw
"KFC, Thimi",Fast food restaurant,Fast food restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6748653,85.3973167,3.8,12,0,0,4,6,2,80.5,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,+977 1-6634838,$$$,16,ChIJIW4FOYga6zkREvMvSALpoTE,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMAc9T4vDi5539bb7q88-hycMxPeW6VAAU4A-wIZV-fg1vbVZdp1IolkfLG9XyL1Q9Oc6f8a8Qu1iDHm4ZoMac4tN48g1l9JsMuusZrV2rnL7p9Y65gta7NRNP8gyMgfqnAxyq=w408-h271-k-no,"Madhyapur Thimi, Nepal",,https://www.google.com/maps/search/?api=1&query=KFC%2C%20Thimi&query_place_id=ChIJIW4FOYga6zkREvMvSALpoTE
Khadka Khaja Ghar and Sekuwa House,Fast food restaurant,Fast food restaurant,"M99H+73C, Unnamed Road, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6681756,85.3776471,3.2,19,0,5,10,0,3.2,91,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,+977 984-6213448,,8,ChIJIQ5LmSwb6zkRa7fbEUKLeyk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-NO-alXVEiKAlcGWOiOPQbaGkXDSPVXYVt0Rg6jNpnZZuaej-aqJOXa_P00ecF9KYOMBKu_8qVAokJL6efi5EmWzMqFpm5MbxNBu-uwfDBHOZ4TIwovFB66IGMbbbcvr2PUKQ=w426-h240-k-no,"M99H+73C, Unnamed Road, Anantalingeshwar 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Khadka%20Khaja%20Ghar%20and%20Sekuwa%20House&query_place_id=ChIJIQ5LmSwb6zkRa7fbEUKLeyk
KHADKA MEAT SHOP AND ALCHOL BEVERAGE,Meat dish restaurant,Meat dish restaurant,"MCR7+WPC, Sallaghari- Duwakot Rd, Changunarayan, Nepal",Changunarayan,27.6923029,85.4142516,3.8,12,1,0,2,7,3.8,63,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,+977 986-1210666,,1,ChIJu656ynYb6zkRBW_cM2gU3S4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPjMZa8mKfX3W294RMGlluOELicj0qGC6vQ8bbHkODGJLVV2gBeQIIgixIqGlFMSK_cLZMQHtdjpNgbAxZdsz0JV1q2hCDlBxeAzq0EIUIhJRromQxOt0ikXf6uxPLafPO06PwZA=w408-h306-k-no,"MCR7+WPC, Sallaghari- Duwakot Rd, Changunarayan, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=KHADKA%20MEAT%20SHOP%20AND%20ALCHOL%20BEVERAGE&query_place_id=ChIJu656ynYb6zkRBW_cM2gU3S4
Khadka Restro,Cafe,Cafe,"MCC8+38C, Bhaktapur 44800, Nepal",Bhaktapur,27.6701931,85.415751,4.9,22,0,0,1,7,14,87.5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,+977 986-5012345,,64,ChIJe3VEjNIb6zkR9cpiQKMqBiY,,"MCC8+38C, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Khadka%20Restro&query_place_id=ChIJe3VEjNIb6zkR9cpiQKMqBiY
"Khaja ghar, Gankhu",Restaurant,Restaurant,"M9MX+V23, Gankhu bhuiChampa Devi marg, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6846325,85.397554,3.3,18,0,1,14,0,3.3,98,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,22,ChIJCcwvDnkb6zkRMdfdodu38PA,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sunePUp7r17it-sWbZL5eQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=296.80945&pitch=0&thumbfov=100,"M9MX+V23, Gankhu bhuiChampa Devi marg, Madhyapur Thimi 44811, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Khaja%20ghar%2C%20Gankhu&query_place_id=ChIJCcwvDnkb6zkRMdfdodu38PA
Khankii Lounge & Bar with Thakali,Bar,Bar,"MCF3+6W5, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6730144,85.4048528,4.5,59,0,0,5,27,27,87.5,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,,,11,ChIJza2-P68b6zkRCVaPf855noA,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=38HtN1y_9mzjIy4RbCLgvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.3899817&pitch=0&thumbfov=100,"MCF3+6W5, Araniko Highway, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Khankii%20Lounge%20%26%20Bar%20with%20Thakali&query_place_id=ChIJza2-P68b6zkRCVaPf855noA
Kharbuza's Shop,Coffee shop,Coffee shop,"MCGF+V4G, Bhaktapur 44800, Nepal",Bhaktapur,27.6771993,85.4228395,3.8,123,0,4,37,64,18,63,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,38,ChIJ0QnNHSgb6zkRZ8OqRFA3r_Y,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gym5wy7vH37kS1HZMTDVQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.75017&pitch=0&thumbfov=100,"MCGF+V4G, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Kharbuza's%20Shop&query_place_id=ChIJ0QnNHSgb6zkRZ8OqRFA3r_Y
Khushi dairy and bakery,Bakery,Bakery,"2 road, Bhaktapur 44600, Nepal",Bhaktapur,27.6780324,85.3757911,3.3,21,0,11,0,3,3.3,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 984-1844296,,13,ChIJfw1FR_Eb6zkRt3Fy2Rrfr3Q,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZkRwP39T6trDAEfdibd5IQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.11041&pitch=0&thumbfov=100,"2 road, Bhaktapur 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Khushi%20dairy%20and%20bakery&query_place_id=ChIJfw1FR_Eb6zkRt3Fy2Rrfr3Q
Khushi Khaja Ghar,Asian restaurant,Asian restaurant,"MC86+82F, Unnamed Road, Suryabinayak 44800, Nepal",Suryabinayak,27.6658123,85.4100564,5,2,0,0,0,1,1,84,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,2,ChIJaYewU4Mb6zkRTYlp7CnzlHU,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7ED9nlEE2KtNLpGx6H4-8zHUIIPi7z2MEFMDA-QWYsGa5ouNwBR6V815T8fY6wYaDgFbylSanF89QIKg5hXVBTxSvzv1dR8zGYG7rF-jqAkO4bWK8jRSgMPq6I04GpWeqhhU=w408-h725-k-no,"MC86+82F, Unnamed Road, Suryabinayak 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Khushi%20Khaja%20Ghar&query_place_id=ChIJaYewU4Mb6zkRTYlp7CnzlHU
Khuwalung Sekuwa Ghar,Barbecue restaurant,Barbecue restaurant,"M9PR+22M, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6850836,85.3900443,4,10,0,1,2,3,4,105,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,+977 974-8284914,,32,ChIJc_-X9skb6zkRKlrBkRyJCxs,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WnYwxlmyIKU70EesgRp-uA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.01509&pitch=0&thumbfov=100,"M9PR+22M, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Khuwalung%20Sekuwa%20Ghar&query_place_id=ChIJc_-X9skb6zkRKlrBkRyJCxs
khwapa chhen Guest House and Restaurant,Restaurant,Restaurant,"3, Bhaktapur 44800, Nepal",Bhaktapur,27.6721267,85.4273216,4,4,0,0,1,2,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 970-2654830,$31.00,58,ChIJkTceiq8a6zkRSq1ETM8us2Y,https://lh3.googleusercontent.com/p/AF1QipM0paJAyzcIr8sfFtg1Q0LIPze8ZJ9p-c5uxR1P=w408-h306-k-no,"3, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=khwapa%20chhen%20Guest%20House%20and%20Restaurant&query_place_id=ChIJkTceiq8a6zkRSq1ETM8us2Y
Khwopa Beans Cafe,Coffee shop,Coffee shop,"MCFQ+67V, जगाती रोड, Bhaktapur 44800, Nepal",Bhaktapur,27.6731166,85.4380831,5,1,0,0,0,0,1,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,+977 984-9426887,,15,ChIJ1eScLgAF6zkRKcUeX-eQCUg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwAiMSght1r0VIlUySbyOJmPTJ1FVsgh8ndEFTgBSkXTeNvRhEXeIfKJWb4E36PDeqeIzlwWxqlMjIaTrob1ZQc459X2jwn_CVmhPh_dTyWI4JS172yTSm16QUqKBEoen6ROqmtt01emg8=w408-h306-k-no,"MCFQ+67V, जगाती रोड, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Khwopa%20Beans%20Cafe&query_place_id=ChIJ1eScLgAF6zkRKcUeX-eQCUg
Khwopa Coffee Hub,Cafe,Cafe,"M9GW+5XW, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6754861,85.3974593,4,1,0,0,0,1,0,91,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,+977 986-0171483,$,11,ChIJodtwNYga6zkRDfdFwe34jfA,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxgraYEsNDqRXbnmJ3OtQhy7kjVIGJ7JNyDrS69WYDzHNk5zEMo-MVyF8YZQzKZxishzLJkydlTlAqII5RCGlvAzTUCH-zgh9bcP7g_kfk0oqsK2xkS16QOTnNUXaV2nI4UTLja0Q=w408-h306-k-no,"M9GW+5XW, Madhyapur Thimi, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Khwopa%20Coffee%20Hub&query_place_id=ChIJodtwNYga6zkRDfdFwe34jfA
Khwopa Garden Restaurant,Fast food restaurant,Fast food restaurant,"MCCF+P2V, Bhaktapur 44800, Nepal",Bhaktapur,27.6718514,85.4225442,5,13,0,0,0,4,9,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 984-1300929,,18,ChIJlxQ-FwAb6zkRAWGCzD6ZkiI,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyL0_lxHReWWQ7wErMldgZ5SJbyWDcZ2f9hRKtbUPFtWEcbOhAdI4__WVxCcWWh2NpDfn7TSBNibK-mTWhzY1_W_NmVmdae47QuFf1_-GfW-0e4S-WnWhta_YH0xC_EmYvePeMhkIDWP8Y=w408-h397-k-no,"MCCF+P2V, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Khwopa%20Garden%20Restaurant&query_place_id=ChIJlxQ-FwAb6zkRAWGCzD6ZkiI
Khwopa Media,Cafe,Cafe,"MCCP+QVX, Bhaktapur 44800, Nepal",Bhaktapur,27.6719772,85.4372379,5,3,0,0,0,1,2,98,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,49,ChIJzchae5sb6zkRsLMVqf-RExA,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nyqRYBcQ2ZkYSmlNh7T0FQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.47875&pitch=0&thumbfov=100,"MCCP+QVX, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Khwopa%20Media&query_place_id=ChIJzchae5sb6zkRsLMVqf-RExA
King Everest Momo Center,Momo restaurant,Momo restaurant,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6697272,85.3768691,3.5,21,1,6,5,0,3.5,84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+977 976-7548973,,51,ChIJs3Pw_Oob6zkR1MCuc8Qg3ww,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUrUJkkml3kTGIo4rkbaUOJBufEPu5FKIfqva58dPnWKZWV9muGizi-4F621Ydax4FmDooXMDb6IVio3YZuFXXQyI2Bcj355RG44foAv_kBSFDNhCGI-f3FpOYQMXzOaTQMR0M=w408-h541-k-no,"Anantalingeshwar 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=King%20Everest%20Momo%20Center&query_place_id=ChIJs3Pw_Oob6zkR1MCuc8Qg3ww
King Everest Momo Center (Rose village Sakha)👑,Momo restaurant,Momo restaurant,"MC5G+X95, Suryabinayak 44800, Nepal",Suryabinayak,27.6598766,85.425972,4.3,14,0,1,3,1,4.3,94.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+977 981-8501335,,4,ChIJiaQdIwAR6zkRdRWsYct5MzM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy2F_cCtWi4aOyWgLZeVeuL5EmriG2yzJELe9lhxGhEvnVo5vyEHpwSIiWA1C3g-qrVhMWSYaYSs-W7a-DZryL8RV1681uDVElBPAw9YLStprQFUwlA8ktjFrcXMCKAwJlrQudfYw=w408-h725-k-no,"MC5G+X95, Suryabinayak 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=King%20Everest%20Momo%20Center%20(Rose%20village%20Sakha)%F0%9F%91%91&query_place_id=ChIJiaQdIwAR6zkRdRWsYct5MzM
King Everest Restro,Restaurant,Restaurant,"M99J+99R, Anantalingeshwar, Nepal",Anantalingeshwar,27.6678954,85.3803369,4,20,0,0,9,3,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13,ChIJ1aC1PgAb6zkRjWYzYX4Xs50,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jvR46KVSjvTJLDswqz0aWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.87164&pitch=0&thumbfov=100,"M99J+99R, Anantalingeshwar, Nepal",,https://www.google.com/maps/search/?api=1&query=King%20Everest%20Restro&query_place_id=ChIJ1aC1PgAb6zkRjWYzYX4Xs50
Kings Cafe,Coffee shop,Coffee shop,"Kings Cafe, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6745825,85.3677414,5,1,0,0,0,0,1,91,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,+977 1-5921668,,14,ChIJ6y_jJv8b6zkR7dhjl21Otjw,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2ircliAhJ87HsnmmzqTCZxSONzaOQ-00zT80HS73EbV7A_SFCrYXymqotBEqQVsCCAAdqIwKgh96eWPGUIYddHMBtZh5HtWWkLDnsRGD1yvpRyeZX1VK3ay2n5WzW_IdtIT7Z=w408-h306-k-no,"Kings Cafe, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Kings%20Cafe&query_place_id=ChIJ6y_jJv8b6zkR7dhjl21Otjw
Kissing Fish Spa,Coffee shop,Coffee shop,"MCCJ+M36, Bhaktapur 44800, Nepal",Bhaktapur,27.6716587,85.4301434,5,1,0,0,0,0,1,78,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,+977 984-9209304,,15,ChIJq7VGv1Qb6zkRPzl5Mwyo0NI,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxs6L4U99JwOqV0BBbKUjPkrtSDOXAXsKYphiISCbSika4yK_yr_HO2s4CVixAZyMJpgVm2jbw5sAp0QKG_R4EC7T-c_05ZCKq_c2D1Udu5Sf2s7V6Uu3F7yMiaq3V4lRlee7LC=w408-h307-k-no,"MCCJ+M36, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Kissing%20Fish%20Spa&query_place_id=ChIJq7VGv1Qb6zkRPzl5Mwyo0NI
KKFC BHAKTAPUR THIMI,Fast food restaurant,Fast food restaurant,"M9GW+2VV, Kathmandu 44600, Nepal",Kathmandu,27.6751075,85.3971681,3.8,11,0,0,3,7,3.8,66.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,ChIJ12_1BwAb6zkRRQL3zg3i8A8,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjvgO8GLG733e8Smk2_mheJhvEYFfOMNcbWA7oVzFElaHFj5RQrahP0M0X6vmMGGeSbq3UMK3bpdbJHuNmPfg_TVxv-fFauDH0G-FTx913V4c81WslM-MfmG1bGvw-roj_TodfEztp0P2k=w408-h306-k-no,"M9GW+2VV, Kathmandu 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=KKFC%20BHAKTAPUR%20THIMI&query_place_id=ChIJ12_1BwAb6zkRRQL3zg3i8A8
Koila Multi Cuisine Restaurant - Gatthaghar,Fast food restaurant,Fast food restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6742127,85.3727102,4.3,27,0,0,7,6,4.3,84,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,+977 976-1799545,,10,ChIJ1RjV-tkb6zkRZgj6QgUD_4s,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5NAltWMCp2R7FVgW1581h82dPB4-2oyd9IHhz0RiDeK-XZGrJ_ij5hsjhoVVO5LL58YVGsC22AXrrBkoP7JqgD36p2YMWIYizA-qlpijqPwoCp7HjHB_jygMFnnbn7zclMJRS=w408-h306-k-no,"Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Koila%20Multi%20Cuisine%20Restaurant%20-%20Gatthaghar&query_place_id=ChIJ1RjV-tkb6zkRZgj6QgUD_4s
Kolakhu De Cafe,Cafe,Cafe,"M9GP+54Q, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6754737,85.3853666,3.6,18,0,2,5,10,3.6,105,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,+977 981-0151329,$,17,ChIJscozeG8a6zkRM-IkUZWgIc0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTR0Iv9kHDdMDQ1v4h9VpsL0yOe9aj0bAwb51ipmHF-JrBTddRxeIVPJ0NcwLQFGCz10RYpLYmmX9VH006Lk5BUYaoodStnJVhHEaWbGrLUUkNNRSuCP7iCv-3i7T8bR5fMp1GDC-_EWOh=w408-h306-k-no,"M9GP+54Q, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Kolakhu%20De%20Cafe&query_place_id=ChIJscozeG8a6zkRM-IkUZWgIc0
Komeda Cafe,Cafe,Cafe,"MC8F+5CR, Bhaktapur 44800, Nepal",Bhaktapur,27.6654822,85.4235039,4.8,187,0,0,6,67,114,105,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,+977 984-1450128,,8,ChIJM9yfkuEb6zkRp6JdD1TRCB8,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyoU7z7CiVJw9t4m6GNGa8HPIvN-QppatRqZ4qABkxnVyv2rgteslkLOGgP_Io6DDZg_xvHpfRzC1MZrYNgUrUCu_sc7oy3riAtgIuSvpYOtwYupboG3mJHVS9mEysND25VupYx=w408-h306-k-no,"MC8F+5CR, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Komeda%20Cafe&query_place_id=ChIJM9yfkuEb6zkRp6JdD1TRCB8
Kopu burger cafe,Coffee shop,Coffee shop,"MCCH+9WW, Bhaktapur 44800, Nepal",Bhaktapur,27.6709997,85.4298171,4.7,3,0,0,0,1,2,63,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,16,ChIJJbwdWwAb6zkRHYJ20ITp1MA,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nLq8QKi__V8OqYrwsXe4Uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.57318&pitch=0&thumbfov=100,"MCCH+9WW, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Kopu%20burger%20cafe&query_place_id=ChIJJbwdWwAb6zkRHYJ20ITp1MA
Korean Sekuwa Corner,Cafe,Cafe,"M9F8+V4P, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6747063,85.3653158,3.5,30,3,0,10,14,3.5,80.5,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,,50,ChIJiRWsVz8b6zkRm7Zt-Goa-hQ,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMGcir6Ea50TWX9B7zISsCdtorKTE0YrLQblM9IqINPi8oSwq8JBUiv0Ustee69OlyGVz8oJOuAHN_SY1nPmAyxZ8d7n2zAUhzMPD5mC_B8i9b2h-8dfbzJT7V72lhHdqtNxAR=w426-h240-k-no,"M9F8+V4P, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Korean%20Sekuwa%20Corner&query_place_id=ChIJiRWsVz8b6zkRm7Zt-Goa-hQ
KP,Restaurant,Restaurant,"M9JQ+RCG, Pacho Tole Bus Stop, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.682054,85.3885748,4.1,10,0,0,4,1,4.1,70,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,56,ChIJazOKvlwb6zkRGMbrRtCCQuY,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IuWejKsT1pLpEgWxTA_jmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.6809&pitch=0&thumbfov=100,"M9JQ+RCG, Pacho Tole Bus Stop, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=KP&query_place_id=ChIJazOKvlwb6zkRGMbrRtCCQuY
Kp Newari Kaja Ghar,Fast food restaurant,Fast food restaurant,"Anantalingeshwar, Nepal",Anantalingeshwar,27.6574174,85.38646,4.4,10,0,0,2,2,4.4,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+977 984-1209687,,19,ChIJpUrj4uAR6zkR3T_WF3UTr2Q,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxLkJtDsdSUgXwntj4_4VkSDXc1sc3tz3A9mMOx7X1kr6ds1CO7tbUuCn-dV7QG38k7RRW-dwdYeUFdhpyekWucyICSUzbQBG0Vcny56VQTd2E_QdyraRueWPD5A2kndvpQd04vvA=w426-h240-k-no,"Anantalingeshwar, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Kp%20Newari%20Kaja%20Ghar&query_place_id=ChIJpUrj4uAR6zkR3T_WF3UTr2Q
Krishna Fast Food,Cafe,Cafe,"MCCQ+7H8, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6706541,85.4389575,3.9,67,0,1,18,36,12,105,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,+977 986-0488710,,32,ChIJUX9PCiIF6zkRmJwaQYydUqc,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vWYZoyYh0IVIxsoTtuDBiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.267914&pitch=0&thumbfov=100,"MCCQ+7H8, Unnamed Road, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Krishna%20Fast%20Food&query_place_id=ChIJUX9PCiIF6zkRmJwaQYydUqc
