name,main_category,category,address,city,lat,lng,rating,reviews_count,imageUrl,phone,url
Devi Mandir,Hindu temple,Hindu temple,"MFHJ+8XX, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6783729,85.4824768,5,3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrQgjg4T0w_Bwuw-NVDgQW_l0LJHw1pWoi8ea1XTIPFSl5FEGZvZd9R77U9qVJOlNPQfBj_DnyP18S4lEg62j4BU8RPkEAh_exztTPqYP37ZO36BPq1QrH3ZtthyVNhLxsfJA=w408-h521-k-no,,https://www.google.com/maps/search/?api=1&query=Devi%20Mandir&query_place_id=ChIJGbAZYd4F6zkRY33_1Vc9eIc
Dipjal,Hindu temple,Hindu temple,"MFMC+FFM, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6837074,85.4711853,0,0,,,https://www.google.com/maps/search/?api=1&query=Dipjal&query_place_id=ChIJ77nJOAAF6zkRHTiogCZAgvQ
Kaashi Bishwonath Temple,Hindu temple,Hindu temple,"MFHC+7RG, Mahamanjushree Nagarkot 44805, Nepal",Mahamanjushree Nagarkot,27.6784653,85.4715913,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WICwu5oJXuW6FQEXVMmKTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.74599&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Kaashi%20Bishwonath%20Temple&query_place_id=ChIJ7fKjGa4F6zkRYJON6ogSA0s
Om Shanti Mandir,Hindu temple,Hindu temple,"MFPF+GXF, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6863025,85.4749099,4.7,9,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6WKTKmQg9JxKcoUnb843s7RHp8J2RNz4PwvJsyvvl3IfSvG4fWs_mtg4mZ4x_ptg2g3pe_gYhoDRioXEeXhZVJ_UOdEGtcihaIKRUdsSd9U1GQPaMXVjhw5mP5CwmHGLQmSrFmA=w408-h544-k-no,+977 984-9177369,https://www.google.com/maps/search/?api=1&query=Om%20Shanti%20Mandir&query_place_id=ChIJjbhfyHQF6zkRvlmDWywgd5E
Jalpadevi mandir जालपादेवी मन्दिर (बागेश्वरी),Hindu temple,Hindu temple,"MFVG+2QQ, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6925878,85.4769812,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMM0dvd8q_gv92wrROSfE6qBcELgAOceaSNIsM7nbqr6D2jHG84W_7-rcyl6omqPkUFEHsivY9RukPzBIRixnOo574p4m4zD5BTp54WfFCjV5uNw4IC0b6Lxv80I_oFYSNhMICJwIbzvI_=w408-h491-k-no,,https://www.google.com/maps/search/?api=1&query=Jalpadevi%20mandir%20%E0%A4%9C%E0%A4%BE%E0%A4%B2%E0%A4%AA%E0%A4%BE%E0%A4%A6%E0%A5%87%E0%A4%B5%E0%A5%80%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0%20(%E0%A4%AC%E0%A4%BE%E0%A4%97%E0%A5%87%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%B0%E0%A5%80)&query_place_id=ChIJb0qZLQAF6zkRBsKLdtNcQV0
Shiva temple,Hindu temple,Hindu temple,"PC45+8J6, Changunarayan 44600, Nepal",Changunarayan,27.7057755,85.4090241,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oH1KYcklNxJGtM-KYdJGtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.452751&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Shiva%20temple&query_place_id=ChIJF_upLQAb6zkRy37xYRf4s3c
Nageshowor mandir,Hindu temple,Hindu temple,"PC45+7VM, Upanishad Path, Changunarayan 44600, Nepal",Changunarayan,27.7057125,85.4096719,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tx7GsbFyTtbLKgnxc10GYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.53268&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Nageshowor%20mandir&query_place_id=ChIJy_id2NUb6zkR722LQWGt1sQ
Risheshowr Mahadev Temple ऋषेश्वर महादेव मन्दिर,Hindu temple,Hindu temple,"PC84+3M8, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.715154,85.4067156,4.4,9,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVrR6lQmPeoORaGuHfEFK5jZGYhxk0fjGge_ohqIzSEVJNsMtGRtKPI8LjvkqsvuTm581k8UKl1cRB0imwmxe03epdt3Q-f2mgKuHmwzeMBV3zht8HoAPooRm6sb5DEUPhrh0P=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Risheshowr%20Mahadev%20Temple%20%E0%A4%8B%E0%A4%B7%E0%A5%87%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%B0%20%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%A6%E0%A5%87%E0%A4%B5%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0&query_place_id=ChIJ-aOiTBsb6zkR0rnYyZjZclo
Duwakot Besi Shiva Mandir,Hindu temple,Hindu temple,"PC34+W23, Upanishad Path, Changunarayan 44600, Nepal",Changunarayan,27.7053943,85.4051743,4.2,11,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4cVquKPejpfx1436CycjqBMi0qWgOfMxTzmLM2C35qu0lcc_VQacXqV2MZa9Ve3fbzp4HYORS48li3mp0xkzPKKUyh8VPtjFje_jubrJXSvFftQNi5GLvhWi5BP3Wt_bLkH7M=w408-h541-k-no,,https://www.google.com/maps/search/?api=1&query=Duwakot%20Besi%20Shiva%20Mandir&query_place_id=ChIJH62mwOwb6zkRi9OZ855_kBc
Inaa:lachhi Ganesh Temple,Hindu temple,Hindu temple,"M9HP+58V, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6779849,85.3858084,5,6,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF5kC0oUxih1Oex5hZ8yS_FaXBcICBKtm505EFWuiM5qC9_p0l1bgYNmevL7hU4K72udFDKN0e3baUGwEBnxdR7d4PtlmOjuGyugc_TmElw4qCd4sJFjN5DECsZnyOe18XpoNd7ORsvUsQ6wZ66lh6l29trOvkfPMmaNRdvVjjWkpeUskqd9ym_LK69xc-OMX6kKJ0=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Inaa%3Alachhi%20Ganesh%20Temple&query_place_id=ChIJUz4iVG8a6zkRr9PFCCWx650
Siuchakwo Dyo (इन्द्रायणी) 𑐳𑑂𑐫𑐹𑐔𑐵𑐎𑑂𑐰 𑐡𑑂𑐫𑑅,Hindu temple,Hindu temple,"M9HM+6V3, Unnamed Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6780012,85.3846851,5,3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy6RfLesRV97G2PFIM9KCuPqJIg9tBq_RDbXnRiw2hADBiATL8f7YoNXOY-U48rUJxM-jnxSKhWkc_Usk0K-Iup2H_rWY9fKaOlRkJckIy1NcS34Yjnpovf5ebrEcJgmWuG3e-eog=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Siuchakwo%20Dyo%20(%E0%A4%87%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%A3%E0%A5%80)%20%F0%91%90%B3%F0%91%91%82%F0%91%90%AB%F0%91%90%B9%F0%91%90%94%F0%91%90%B5%F0%91%90%8E%F0%91%91%82%F0%91%90%B0%20%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85&query_place_id=ChIJCZFX1Ygb6zkR43AQBB3cmIk
Shree Koshi Inaya Temple 𑐱𑑂𑐬𑐷 𑐎𑑂𑐰𑐳𑐶 𑐂𑐣𑐵𑐫𑑂‌ 𑐡𑑂𑐫𑑅,Hindu temple,Hindu temple,"M9JP+2HJ, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6800879,85.3863835,5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwUS_3pwVV4RikL2LQ4bwNr_jpVY_rb-qP0prTkRDMlcp_7KZkDLc3n0t6_TpVPInWbIz4a5LazlOzfxrFFDIwFcDKFnhrIF4iEiKuHKkpO38t9E2dsbdMhzEdQxY6m_wnDyj0=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Shree%20Koshi%20Inaya%20Temple%20%F0%91%90%B1%F0%91%91%82%F0%91%90%AC%F0%91%90%B7%20%F0%91%90%8E%F0%91%91%82%F0%91%90%B0%F0%91%90%B3%F0%91%90%B6%20%F0%91%90%82%F0%91%90%A3%F0%91%90%B5%F0%91%90%AB%F0%91%91%82%E2%80%8C%20%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85&query_place_id=ChIJjUKkI2Ya6zkRk0QTMe8rcbs
Haatti Mahaakaal Temple,Hindu temple,Hindu temple,"M9JP+2HQ, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6800756,85.3864858,4.7,3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yCLPBy9znfMd_3bmezJxhw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.2085&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Haatti%20Mahaakaal%20Temple&query_place_id=ChIJic4TI2Ya6zkRu4pGlPPllcM
Narayan Bhajan Mandal,Hindu temple,Hindu temple,"M9HP+48M, Unnamed Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6778473,85.3857925,4.2,5,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxRy-ujRcqVDOcMuYGP9LQEedD4k2r044ouwuhs461xE68sFwSdZF-APyYuS-W92D3j9lIMzA5L1TT7N56VPiNcstKyL1FA0iyY0huX_vjSXl2II-WPMuS8A6xtR0Fmn8pc38rvA=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Narayan%20Bhajan%20Mandal&query_place_id=ChIJi5qXnG4b6zkRxZMg49PTCw8
Mahadev temple,Hindu temple,Hindu temple,"M9JP+2P9, Tahanani Road, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.680036,85.3868519,3.3,6,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxf9eCQYNhVadS5WAQzHeNrDvRly7OzeIo07gSpDp6a9VxgjkKsNaZpyTt3_QyjDWXiMd0S-RUMlGTwj-PFM64frCJShe1mTyP0chGRJz2ZADgWMev9Btp2B_OQsGET4cJC2gzqKg=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Mahadev%20temple&query_place_id=ChIJV-80PGYa6zkRP5tR7I-KrHg
Sungaa:dyo (Vaishnavi Temple),Hindu temple,Hindu temple,"M9GM+FH9, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6761541,85.3839786,4.7,11,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzH_IUrXjPGAUvz8qBCQXHLbSPj-7f5lkh2_j-R6Orl8M1ZsHQeWzgdgu0nrTipv38e83TbKPTw9QcpB38JuMeyQbqfrPPMx1PPhwhQOLVAtSO8xYntf1_HT1FadaOjbsvAUmv-Sg=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Sungaa%3Adyo%20(Vaishnavi%20Temple)&query_place_id=ChIJh8N5EG8a6zkRMXZEDJE9Bx4
𑐐𑐵𑑅 𑐩𑐴𑐵𑐡𑑂𑐫𑑅 Gaa Mahadya,Hindu temple,Hindu temple,"M9GP+75P, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6757221,85.3854617,5,3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzknKFagHz_4uLgdZloysx_IML9dTFaZpF8jaBGIBBC_LjRk4CtPPkt8xFDXd8BPqT8WoAIxbevP2rgFEZ1_LB3X8oNMxfGxsmE1jO3qB1Qb6Q-kZWlbqHD5uytznGFtdDt6Oi5=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=%F0%91%90%90%F0%91%90%B5%F0%91%91%85%20%F0%91%90%A9%F0%91%90%B4%F0%91%90%B5%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85%20Gaa%20Mahadya&query_place_id=ChIJLfJ4eW8a6zkRfqVP-SLeWOw
Digu-Bhaila: dyo दिगु भैरव मन्दिर,Hindu temple,Hindu temple,"M9HP+P85, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6792194,85.3857747,4.6,11,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwL-tCFgPcTlO70NwenLRExVTH-R1eH660TsfBgTQgSWfXT9GQ-S9CaFQ6YwH-fNVM8AFXVHfFMab0Q5iqT4-DiF50-4QIYOX765_GG4gNF68WobO2ceyLc92Mf1P4pFGucRfkI=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Digu-Bhaila%3A%20dyo%20%E0%A4%A6%E0%A4%BF%E0%A4%97%E0%A5%81%20%E0%A4%AD%E0%A5%88%E0%A4%B0%E0%A4%B5%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0&query_place_id=ChIJBYlbpmga6zkRkGanPRxdlDM
ठिमी भिमसेन मन्दिर,Hindu temple,Hindu temple,"Bhimsen chowk, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6831623,85.3872764,4.6,46,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8mErtXdU7aCh5Y1rBb6n8ubSgEQSpezO5YMo9-Au2EtQqko_BFPeBmgclkRO2i0fD-bVJki4_0WvFIV_lmF6ILPC9hIIfXYFMW5Yj_5kY8mDfLHwrnSUb2z3GU4TA4uOEQP5p1eJR0ilL=w408-h544-k-no,+977 980-8353535,https://www.google.com/maps/search/?api=1&query=%E0%A4%A0%E0%A4%BF%E0%A4%AE%E0%A5%80%20%E0%A4%AD%E0%A4%BF%E0%A4%AE%E0%A4%B8%E0%A5%87%E0%A4%A8%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0&query_place_id=ChIJwTFNk2ca6zkRkW9KtqUOZt8
थिमि लायकु (𑐠𑐶𑐩𑐷 𑐮𑐵𑐫𑐎𑐹)(Thimi Layaku),Hindu temple,Hindu temple,"M9GP+WF2, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6772604,85.3861368,4.6,7,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBzbv0QghY93aNCZw_blqel5kvt362stlYEeqCjUpZoF267zJmwBlVyn2LIlAEk39z5HmDiIAXT210wXdzZ87jtAMjaUxTyUVfpf9q2pMiHYkOOdPfCvmgflz9fqkEErhLoAP5=w408-h263-k-no,,https://www.google.com/maps/search/?api=1&query=%E0%A4%A5%E0%A4%BF%E0%A4%AE%E0%A4%BF%20%E0%A4%B2%E0%A4%BE%E0%A4%AF%E0%A4%95%E0%A5%81%20(%F0%91%90%A0%F0%91%90%B6%F0%91%90%A9%F0%91%90%B7%20%F0%91%90%AE%F0%91%90%B5%F0%91%90%AB%F0%91%90%8E%F0%91%90%B9)(Thimi%20Layaku)&query_place_id=ChIJLSPrWG8a6zkRRiJ-4f3drQM
Basundhara Temple 𑐰𑐳𑐸𑐣𑑂𑐢𑐬𑐵,Hindu temple,Hindu temple,"M9JM+57P, Siddhikali, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6804555,85.3832106,4.7,3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxl3wJWguVoZVs2D10MxkO5NDPe_xbhfgb9lgyjQcjbNExP5Zf_834wJwof8NuCmNQTHRCrSy2Ndoa7PWFbfF3vVFhDwtt1Jh-1iPX5HxyELZSDhgwXz0PZ93Hj5FjdBU2nL2sE=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Basundhara%20Temple%20%F0%91%90%B0%F0%91%90%B3%F0%91%90%B8%F0%91%90%A3%F0%91%91%82%F0%91%90%A2%F0%91%90%AC%F0%91%90%B5&query_place_id=ChIJ8fCJILsb6zkR8QDfBTqUZO0
Bishnu Kundal,Hindu temple,Hindu temple,"M9GM+WG3, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6772548,85.383803,4.4,38,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxB8Izy4so1NCxaZynn0gqS-xCSP12enic-WnCG0eIHxohCD16qn8coCVR7iekGDMXhL0Y7FN2xO6zH8ng2hBLnKCY3HjfC0w2ybl0_wFKzswrMSIh793yCqpUgTftRG5evxFqe=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Bishnu%20Kundal&query_place_id=ChIJ5yhpJG8a6zkR7tKzjbBLf3I
Nasanani Pukhu नासननि कुण्ड,Hindu temple,Hindu temple,"M9JM+8CW, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6808519,85.383593,5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5Irf9tc08u-3uQowx3mT8f2dz95lFVIxn4a0obQ-IVPjVLWI-KQjgolIoXihL8F-sbKmfi1gp1BtTEI_tOkw5m5dUovKufjy1Z9g8QEv6nXFrPyYkJ680u9Madtd5jm4Mdl3uA3OzpeJ0=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Nasanani%20Pukhu%20%E0%A4%A8%E0%A4%BE%E0%A4%B8%E0%A4%A8%E0%A4%A8%E0%A4%BF%20%E0%A4%95%E0%A5%81%E0%A4%A3%E0%A5%8D%E0%A4%A1&query_place_id=ChIJ8Ya1mGEb6zkR5VPOeKeAepI
Narayan temple,Hindu temple,Hindu temple,"M9HP+XCP, Tahanani Road, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6799664,85.3860804,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzRgVq3lvAXsooTOzBfGNz0XgBXfMUGyE4lrY_pPebc8WHbHyvy1NVjZiC58JPcsESAp7c5XYTPXY0OLZk_iCi8h9wxUE44xDXlsH96s_ioS1dYUuDrENH37e5Y3s2SvUMYUN0W=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Narayan%20temple&query_place_id=ChIJYbPKPWYa6zkROa7cdwHg-3w
Gopaleshwor Mahadev Temple,Hindu temple,Hindu temple,"M9JJ+8J2 Siddhikali Temple, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6807672,85.3815204,5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjc5Aw3MKXs4SGcX0kMMQdjRyGfDr3gER8a3FTpfk7FWZ7aIldBoGBIdRIlUcpAHyDzovz51b2JjO-22JT3SjWLoaigy7xJA3q3xgtiToQD6I8ymf_RjdIEeIxZ1-C4uJzspym=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Gopaleshwor%20Mahadev%20Temple&query_place_id=ChIJ7S-vzeMb6zkRcjtoo_NjoVE
Chode Ganesh Temple 𑐔𑑀𑐜𑐾 𑐐𑐞𑐾𑐡𑑂𑐫𑑅,Hindu temple,Hindu temple,"M9HQ+H4W, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6789898,85.3878381,5,8,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSydjF40igCKcE2DGoKEIKExltK9UNIrJe_ieve0NzguRIBIyUqWGPpcSE1FV3Y4O-XczFtoFMYS40IUGK4QqP3Z6am0uaLBF6HP3DDytie12FWeI8HDd_iLEIGDqOONc4lNwY4=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Chode%20Ganesh%20Temple%20%F0%91%90%94%F0%91%91%80%F0%91%90%9C%F0%91%90%BE%20%F0%91%90%90%F0%91%90%9E%F0%91%90%BE%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85&query_place_id=ChIJ2es_cGYa6zkRmfXYhqQnvBI
Pama Hiti पमा हिटि Dhunge Dhara,Hindu temple,Hindu temple,"M9GJ+RGM, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6770994,85.3812859,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjUFV3DJWQsaoz3A1bfghxRvWbNKArUu4WMBQmN4ubLMwQeBtn9mk8G6SCTnVZKspL-JCv0j5xddZLLONNkFB4h5RfsfRV0O9u_kIsYvFBz-77KVyGKUChUiAfd3hz0H5DbdHywF3RUVw=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Pama%20Hiti%20%E0%A4%AA%E0%A4%AE%E0%A4%BE%20%E0%A4%B9%E0%A4%BF%E0%A4%9F%E0%A4%BF%20Dhunge%20Dhara&query_place_id=ChIJ21psIwAb6zkR7fdDai_IKBs
Siddhikali Dyo Chhen सिद्धिकाली द्यो छें (𑐳𑐶𑐡𑑂𑐢𑐶𑐎𑐵𑐮𑐷 𑐡𑑂𑐫𑑅 𑐕𑐾𑑄),Hindu temple,Hindu temple,"M9JP+F9J, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.681203,85.3858927,3.8,5,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyiEcZHslO2UtCUU36neYmhQfGtCarwxJ5WgHaXwEcFl8ww1Tjvhp_VHdGGac57i-UDt8G8FlHwVSzaGiq-BvmdJacPErp87pALSDM3iiq5aBdJ9ByjKFTWF9jgUYyEPAHFSgyF1IktbkHo=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Siddhikali%20Dyo%20Chhen%20%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%80%20%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A5%8B%20%E0%A4%9B%E0%A5%87%E0%A4%82%20(%F0%91%90%B3%F0%91%90%B6%F0%91%90%A1%F0%91%91%82%F0%91%90%A2%F0%91%90%B6%F0%91%90%8E%F0%91%90%B5%F0%91%90%AE%F0%91%90%B7%20%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85%20%F0%91%90%95%F0%91%90%BE%F0%91%91%84)&query_place_id=ChIJ9ZEWgGga6zkRxexkEdAoYTk
Shiwa Tole,Hindu temple,Hindu temple,"M9HP+2MH, Tahanani Road, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6775668,85.3867452,5,4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxw5BTMgS7uJ5os1i8RfdNwAwalCRgfyYUdJnxKgLHDQpc6kKuXWVG_Qd9VbqFqCSWogVXLvfLIhGOOV5NHhUvzyi4z0NQHZmnPi08NHjZHDP7qiYKZyuPlXkcyxb-Ss0FQnA8uXg=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Shiwa%20Tole&query_place_id=ChIJJfF972Ua6zkRZZkhrHioYFc
𑐱𑑂𑐬𑐷 𑐰𑐶𑐡𑑂𑐫𑐵 𑐐𑐞𑐾𑐡𑑂𑐫𑑅 Shree Bidyaa Ganesh,Hindu temple,Hindu temple,"M9JP+PJ7, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6817894,85.3865415,4.7,3,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGXIv8bLpAjehQmIsRaZSLzYqK9At_hSq_SdEFzwXTrT0_WNdqai3S3COetvD08cDDFPVL_U0PMjYkliKAFjKwsKiEnm7D2zAbEHKHDYsugayDKAi36PNMF4iQFGjTYMX20vPjjFBhduVHoRhmq8xcemXz-JZS5dIa2X17F2I-DDmLgNlchoPThAunWrsoV0iFT8d4=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=%F0%91%90%B1%F0%91%91%82%F0%91%90%AC%F0%91%90%B7%20%F0%91%90%B0%F0%91%90%B6%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%90%B5%20%F0%91%90%90%F0%91%90%9E%F0%91%90%BE%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85%20Shree%20Bidyaa%20Ganesh&query_place_id=ChIJlzXE0Wca6zkRZq9YlMPX81U
Jaganadyo (जगन्नाथ मन्दिर),Hindu temple,Hindu temple,"M9HP+M7G, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6792316,85.3857173,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xgMav-tHj34ZAe77Y6tuOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.2052&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Jaganadyo%20(%E0%A4%9C%E0%A4%97%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%BE%E0%A4%A5%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0)&query_place_id=ChIJtxcvewAb6zkR0KzkVuz6H8w
Aakash Vairab,Hindu temple,Hindu temple,"M9HM+3WR, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6777253,85.384755,0,0,,,https://www.google.com/maps/search/?api=1&query=Aakash%20Vairab&query_place_id=ChIJxcwxXAAb6zkRei4-dVN-uog
Mahavidya Niraj Guru,Hindu temple,Hindu temple,"M9JP+669, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6805411,85.3856155,3,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzXe00jigstd1-WuxQBpzTTvzl4-gCgRMv05f6_FZvxdBk82DvGgrPsbrylhPcePExfU46A4IEtgBKiQw7x-rhM1MqWhVT7JiJKg-IYSIH4kQ93UZGY4clNC8Mgrs5uRN6OASm6zUZD7DrS=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Mahavidya%20Niraj%20Guru&query_place_id=ChIJs_62sX8b6zkRW2fnpkvNKuE
निलबर्ण गणेश,Hindu temple,Hindu temple,"M9HQ+J3W, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.679124,85.387711,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bL-TwXvOrjbnDo1LA0A3qw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.67421&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=%E0%A4%A8%E0%A4%BF%E0%A4%B2%E0%A4%AC%E0%A4%B0%E0%A5%8D%E0%A4%A3%20%E0%A4%97%E0%A4%A3%E0%A5%87%E0%A4%B6&query_place_id=ChIJexPUcWYa6zkRTFMAgtKNe0I
Buddha Mandir,Hindu temple,Hindu temple,"M9JP+3QM, Tahanani Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6802196,85.3869065,4.6,5,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3AQDRLx8wht63bk31PWDk5onxgwD4MZGNeJwBQ8jzaTsvCZXG6NX6Dx9_qwbGoqQ6yGRNQW7m9MmpIiOteQol4vEL-NGLsvKA5TyzMpdvI4bWHRF_Py6czg5ruoLKR7zRDvFR=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Buddha%20Mandir&query_place_id=ChIJfyS_O2Ya6zkRrwvH5LXtbe0
